location,forecast_date,target_end_date,horizon,actual,season,tfp_point,tfp_mae,tfp_wis,tfp_cov90,umass_point,umass_mae,umass_wis,umass_cov90,cdc_point,cdc_mae,cdc_wis,cdc_cov90,naive_point,naive_mae,naive_wis,naive_cov90,snaive_point,snaive_mae,snaive_wis,snaive_cov90
10,2025-05-31,2025-06-14,2,5.0,2024-2025,0.0,5.0,4.274360512820513,1,0.0,5.0,4.274360512820513,1.0,1.0,4.0,4.21477717948718,1,0.0,5.0,4.274360512820513,1,1.0,4.0,4.21477717948718,1
10,2025-05-31,2025-06-21,3,3.0,2024-2025,0.0,3.0,3.5229183333333336,1,0.1313177174,2.8686822826,3.515093986004917,1.0,1.0,2.0,3.4633350000000003,1,0.0,3.0,3.5229183333333336,1,1.0,2.0,3.4633350000000003,1
11,2024-11-23,2024-11-30,1,5.0,2024-2025,8.961911803713528,3.9619118037135284,2.1191655655946064,1,10.7433416,5.743341600000001,1.984569388461538,1.0,3.0,2.0,2.5177538942307693,1,8.0,3.0,2.2621425160256408,1,11.0,6.0,1.973875288461538,1
11,2024-11-23,2024-12-07,2,2.0,2024-2025,9.752069575596817,7.752069575596817,2.2044834244142355,1,12.88231787,10.88231787,3.939164497211539,0.0,4.0,2.0,1.7265954487179487,1,8.0,6.0,2.0491787820512815,1,11.0,9.0,2.543930384615386,1
11,2024-11-23,2024-12-14,3,4.0,2024-2025,11.238617840689656,7.238617840689656,2.3266071733045974,1,14.24738654,10.24738654,3.0253422925000018,1.0,6.0,2.0,2.362908958333333,1,8.0,4.0,2.389752708333333,1,11.0,7.0,2.336549583333333,1
11,2024-11-30,2024-12-07,1,2.0,2024-2025,6.207963382507904,4.207963382507904,1.7257765403275371,1,8.512215946,6.5122159459999995,1.9212576518578846,1.0,8.0,6.0,1.8526504807692306,1,5.0,3.0,1.6126889423076924,1,13.0,11.0,5.087123637820513,0
11,2024-11-30,2024-12-14,2,4.0,2024-2025,7.272593034773446,3.272593034773446,2.108273393804882,1,10.14531804,6.145318039999999,2.0200674183333334,1.0,9.0,5.0,2.0566647435897427,1,5.0,1.0,2.125395512820513,1,13.0,9.0,2.7947817307692318,1
11,2024-11-30,2024-12-21,3,16.0,2024-2025,11.597117881116965,4.402882118883035,4.882542846154724,1,11.34802806,4.651971939999999,4.996709014166665,1.0,9.0,7.0,6.043227083333332,1,5.0,11.0,7.366643749999999,1,13.0,3.0,4.261430208333333,1
11,2024-12-07,2024-12-14,1,4.0,2024-2025,5.176434118262691,1.1764341182626907,1.9313014941348332,1,7.495825204,3.495825204,1.8406355114449997,1.0,7.0,3.0,1.8876260416666666,1,2.0,2.0,2.1349072916666674,1,20.0,16.0,10.104620833333334,0
11,2024-12-07,2024-12-21,2,16.0,2024-2025,9.630105181580326,6.369894818419674,5.575485125109018,1,9.018599579,6.981400421,5.855758526291666,1.0,9.0,7.0,5.864283333333334,1,2.0,14.0,8.337095833333334,1,20.0,4.0,2.0034499999999995,1
11,2024-12-07,2024-12-28,3,38.0,2024-2025,11.575639238672947,26.42436076132705,18.406826372606663,1,9.86907868,28.13092132,19.61564010166667,1.0,10.0,28.0,19.522904166666667,1,2.0,36.0,24.24220104166667,0,20.0,18.0,12.439570833333335,1
11,2024-12-14,2024-12-21,1,16.0,2024-2025,11.712789085239084,4.287210914760916,4.424465900034651,1,3.810753818,12.189246182,7.940441889149937,1.0,6.0,10.0,7.122833974358975,1,4.0,12.0,7.866872435897435,1,45.0,29.0,22.66186602564102,0
11,2024-12-14,2024-12-28,2,38.0,2024-2025,13.9982999002079,24.0017000997921,16.75351962196812,1,4.458686854,33.541313146,23.482373573943402,0.0,6.0,32.0,22.62630256410257,0,4.0,34.0,23.731289743589745,0,45.0,7.0,1.9698794871794874,1
11,2024-12-14,2025-01-04,3,96.0,2024-2025,13.536221868723494,82.46377813127651,67.62196237580666,0,4.620597709,91.379402291,75.45946840429293,0.0,6.0,90.0,74.46342500000002,0,4.0,92.0,75.88459166666668,0,45.0,51.0,38.36167500000001,0
11,2024-12-21,2024-12-28,1,38.0,2024-2025,24.251644501806922,13.748355498193078,9.536190776114262,1,8.229507895,29.770492105000002,21.30908253184295,0.0,9.0,29.0,20.699109615384618,0,16.0,22.0,15.356289102564103,1,57.0,19.0,13.07853269230769,0
11,2024-12-21,2025-01-04,2,96.0,2024-2025,24.52935928549303,71.47064071450697,57.964243505248675,0,9.246738097,86.753261903,72.61008881088782,0.0,9.0,87.0,72.84654615384618,0,16.0,80.0,66.13821282051283,0,57.0,39.0,28.41039230769231,0
11,2024-12-21,2025-01-11,3,44.0,2024-2025,21.47520276954466,22.52479723045534,15.686739704905868,1,9.764279533,34.235720467,24.433287036375003,0.0,9.0,35.0,25.027175000000003,0,16.0,28.0,19.565008333333335,1,57.0,13.0,6.395841666666667,0
11,2024-12-28,2025-01-04,1,96.0,2024-2025,42.972447692307696,53.027552307692304,40.74903674679488,0,21.09662793,74.90337207,61.71336401900641,0.0,19.0,77.0,63.72263245192308,0,38.0,58.0,45.514299118589754,0,55.0,41.0,30.15026065705129,0
11,2024-12-28,2025-01-11,2,44.0,2024-2025,41.01903298461539,2.980967015384607,4.114760202564098,1,23.69010616,20.30989384,14.226966149487177,1.0,20.0,24.0,16.840791346153846,1,38.0,6.0,5.4984836538461535,1,55.0,11.0,4.887842628205128,0
11,2024-12-28,2025-01-18,3,58.0,2024-2025,39.67737280972308,18.32262719027692,12.806051551446151,1,25.36724866,32.63275134,22.94238949083333,1.0,20.0,38.0,26.965023958333337,0,38.0,20.0,13.994190625000002,1,55.0,3.0,4.352523958333333,1
11,2025-01-04,2025-01-11,1,44.0,2024-2025,90.19959607743252,46.19959607743252,38.365345567795906,0,37.39767124,6.602328759999999,5.939381892435898,1.0,26.0,18.0,13.150043557692308,1,96.0,52.0,43.92406599358974,0,37.0,7.0,6.154787147435898,1
11,2025-01-04,2025-01-18,2,58.0,2024-2025,92.06928174426898,34.06928174426898,26.203254876719317,0,43.11959409,14.88040591,10.976698673429487,1.0,25.0,33.0,23.811411153846155,1,96.0,38.0,29.970193205128208,0,37.0,21.0,15.311411153846157,1
11,2025-01-04,2025-01-25,3,207.0,2024-2025,93.71536659085075,113.28463340914925,96.16309410043469,0,43.76889408,163.23110592,144.02846359,0.0,21.0,186.0,165.84865375,0,96.0,111.0,93.97365375,0,37.0,170.0,150.51532041666667,0
11,2025-01-11,2025-01-18,1,58.0,2024-2025,38.482621052631586,19.517378947368414,14.31308281207827,1,128.9245046,70.9245046,61.73807040192309,0.0,91.0,33.0,25.393753493589745,0,44.0,14.0,10.404939391025641,1,26.0,32.0,23.15493939102564,1
11,2025-01-11,2025-01-25,2,207.0,2024-2025,35.534558736842115,171.46544126315789,152.98240133873148,0,135.2937441,71.7062559,57.37984869903848,0.0,84.0,123.0,106.53635346153847,0,44.0,163.0,144.8696867948718,0,26.0,181.0,162.1196867948718,0
11,2025-01-11,2025-02-01,3,197.0,2024-2025,33.206461649230775,163.7935383507692,144.68527383615387,0,135.5666786,61.43332140000001,46.72453914166669,0.0,68.0,129.0,111.34146625,0,44.0,153.0,134.34146625,0,26.0,171.0,151.59146625000002,0
11,2025-01-18,2025-01-25,1,207.0,2024-2025,52.861213398692804,154.1387866013072,136.33406847368863,0,34.41538369,172.58461631,154.0113219445192,0.0,37.0,170.0,151.53439798076923,0,58.0,149.0,131.40939798076923,0,21.0,186.0,166.86773131410254,0
11,2025-01-18,2025-02-01,2,197.0,2024-2025,53.721558797385626,143.27844120261437,124.89148576789006,0,32.08230605,164.91769395,145.62910298413462,0.0,35.0,162.0,142.83297961538463,0,58.0,139.0,120.79131294871796,0,21.0,176.0,156.2496462820513,0
11,2025-01-18,2025-02-08,3,259.0,2024-2025,53.141274974801405,205.8587250251986,183.82950606581528,0,27.92733497,231.07266503,207.99286523708335,0.0,29.0,230.0,206.96489458333335,0,58.0,201.0,179.17322791666666,0,21.0,238.0,214.63156125,0
11,2025-02-01,2025-02-08,1,259.0,2024-2025,162.63465384615384,96.36534615384616,77.04735471153847,0,175.125786,83.874214,66.11761407692309,0.0,134.0,125.0,102.10267682692309,0,197.0,62.0,47.447276185897444,0,14.0,245.0,210.8995774679487,0
11,2025-02-01,2025-02-15,2,83.0,2024-2025,163.52030538461537,80.52030538461537,66.34857996794871,0,163.7719426,80.77194259999999,66.58973229935897,0.0,126.0,43.0,30.39162064102564,0,197.0,114.0,98.43328730769231,0,14.0,69.0,52.806817756410254,0
