location,forecast_date,target_end_date,horizon,actual,season,tfp_point,tfp_mae,tfp_wis,tfp_cov90,umass_point,umass_mae,umass_wis,umass_cov90,cdc_point,cdc_mae,cdc_wis,cdc_cov90,naive_point,naive_mae,naive_wis,naive_cov90,snaive_point,snaive_mae,snaive_wis,snaive_cov90
54,2024-04-06,2024-04-13,1,22.0,2023-2024,56.45389999999999,34.45389999999999,10.849537788461541,1,43.79713112,21.797131120000003,12.794434818458976,1.0,52.0,30.0,11.279828493589747,1,68.0,46.0,12.674347724358975,1,7.0,15.0,13.075202692307693,1
54,2024-04-06,2024-04-20,2,13.0,2023-2024,56.159327648351635,43.159327648351635,11.971020318681319,1,33.55587494,20.555874940000002,11.837619871126284,1.0,48.51896518,35.51896518,11.820783709307051,1,68.0,55.0,17.569509871794875,0,7.0,6.0,10.123743846153847,1
54,2024-04-06,2024-04-27,3,22.0,2023-2024,56.589602142417576,34.589602142417576,13.476731735505131,1,26.7657595,4.7657595000000015,14.04215744229167,1.0,41.70267281,19.702672810000003,14.751401282612504,1,68.0,46.0,12.937107916666669,1,7.0,15.0,13.922285000000002,1
54,2024-04-13,2024-04-20,1,13.0,2023-2024,17.582410245064672,4.582410245064672,10.347932504126957,1,42.47238017,29.47238017,10.77981744395096,1.0,49.69953394,36.69953394,10.576385997500003,1,22.0,9.0,10.820982740384617,1,4.0,9.0,9.643482740384616,1
54,2024-04-13,2024-04-27,2,22.0,2023-2024,17.054338324029953,4.945661675970047,13.753385342888018,1,33.86696081,11.866960810000002,14.517767359715071,1.0,43.0,21.0,13.896857628205133,1,22.0,0.0,13.87084480769231,1,4.0,18.0,13.443344807692307,1
54,2024-04-13,2024-05-04,3,7.0,2023-2024,16.156279379278423,9.156279379278423,9.294941791864401,1,27.98649996,20.98649996,10.49444458138334,1.0,39.0,32.0,11.219092291666664,1,22.0,15.0,9.920706875,1,4.0,3.0,8.243206875000002,1
54,2024-04-20,2024-04-27,1,22.0,2023-2024,10.880697908232118,11.119302091767882,13.199888899038463,1,11.3840007,10.6159993,13.21184234034295,1.0,15.859,6.141,13.318123573717953,1,13.0,9.0,13.250222323717951,1,5.0,17.0,13.060222323717952,1
54,2024-04-20,2024-05-04,2,7.0,2023-2024,10.406949130904184,3.4069491309041844,8.274047277126632,1,8.037538592,1.0375385920000006,8.020322898585643,1.0,13.0,6.0,8.55171980769231,1,13.0,6.0,8.55171980769231,1,5.0,2.0,7.861719807692309,1
54,2024-04-20,2024-05-11,3,0.0,2023-2024,10.369194182672064,10.369194182672064,6.654835168727803,1,5.42949505,5.42949505,6.125875719937501,1.0,11.0,11.0,6.722383958333335,1,13.0,13.0,6.936550625000002,1,5.0,5.0,6.079883958333336,1
54,2024-04-27,2024-05-04,1,7.0,2023-2024,19.702661705685617,12.702661705685617,8.851960473035119,1,6.680370665,0.3196293350000001,7.484125918678367,1.0,9.75,2.75,7.786196282051283,1,22.0,15.0,9.097967115384616,1,4.0,3.0,7.420467115384617,1
