edge_id,old_rfc,new_rfc,relation_type,total_citers,cites_old,cites_new,cites_both,takeover_ratio
801,2986,5967,updates,40,37,4,1,0.100000
802,4287,5988,updates,49,22,31,4,0.632700
803,4380,5991,updates,51,51,3,3,0.058800
804,4306,5996,obsoletes,173,123,57,7,0.329500
805,4718,5996,obsoletes,62,7,57,2,0.919400
806,2866,5997,updates,51,48,5,2,0.098000
807,5996,5998,updates,57,56,4,3,0.070200
808,4202,6001,updates,65,58,13,6,0.200000
809,4203,6001,updates,72,66,13,7,0.180600
810,4206,6001,updates,57,49,13,5,0.228100
811,5307,6001,updates,46,38,13,5,0.282600
812,3471,6002,updates,105,104,5,4,0.047600
813,3473,6002,updates,140,138,5,3,0.035700
814,3945,6002,updates,68,65,5,2,0.073500
815,4202,6002,updates,60,58,5,3,0.083300
816,4203,6002,updates,68,66,5,3,0.073500
817,5307,6002,updates,41,38,5,2,0.122000
818,3471,6003,updates,106,104,5,3,0.047200
819,3473,6003,updates,138,138,5,5,0.036200
820,4033,6014,updates,191,190,5,4,0.026200
821,4034,6014,updates,122,121,5,4,0.041000
822,4035,6014,updates,119,118,5,4,0.042000
823,3261,6026,updates,546,546,1,1,0.001800
824,5357,6038,updates,43,43,7,7,0.162800
825,3168,6040,updates,174,165,29,20,0.166700
826,4301,6040,updates,305,288,29,12,0.095100
827,4774,6040,updates,32,12,29,9,0.906200
828,3550,6051,updates,338,338,11,11,0.032500
829,4291,6052,updates,262,220,54,12,0.206100
830,4366,6066,obsoletes,101,29,74,2,0.732700
831,2368,6068,obsoletes,34,19,15,0,0.441200
832,2411,6071,obsoletes,42,33,9,0,0.214300
833,2244,6075,updates,36,35,1,0,0.027800
834,4380,6081,updates,51,51,4,4,0.078400
835,2464,6085,updates,58,54,4,0,0.069000
836,793,6093,updates,416,414,7,5,0.016800
837,1122,6093,updates,259,256,7,4,0.027000
838,4960,6096,updates,134,134,5,5,0.037300
839,3477,6107,updates,34,28,7,1,0.205900
840,4206,6107,updates,51,49,7,5,0.137300
841,4120,6111,updates,60,60,2,2,0.033300
842,4120,6112,updates,60,60,4,4,0.066700
843,4120,6113,updates,60,60,8,8,0.133300
844,3761,6116,obsoletes,45,38,8,1,0.177800
845,3761,6117,obsoletes,43,38,7,2,0.162800
846,3920,6120,obsoletes,73,18,62,7,0.849300
847,3921,6121,obsoletes,30,15,17,2,0.566700
848,3261,6141,updates,546,546,2,2,0.003700
849,2765,6145,obsoletes,57,21,39,3,0.684200
850,1321,6151,updates,247,223,44,20,0.178100
851,2104,6151,updates,304,276,44,16,0.144700
852,1652,6152,obsoletes,30,23,7,0,0.233300
853,3264,6157,updates,228,223,6,1,0.026300
854,2246,6176,updates,181,178,7,4,0.038700
855,4346,6176,updates,107,105,7,5,0.065400
856,5246,6176,updates,394,394,7,7,0.017800
857,3031,6178,updates,179,178,1,0,0.005600
858,5470,6183,updates,30,28,11,9,0.366700
859,1939,6186,updates,68,62,9,3,0.132400
860,3501,6186,updates,134,129,9,4,0.067200
861,3597,6195,updates,32,29,6,3,0.187500
862,1738,6196,updates,104,104,0,0,0.000000
863,1242,6201,updates,32,32,3,3,0.093800
864,2544,6201,updates,45,45,3,3,0.066700
865,3471,6205,updates,105,104,12,11,0.114300
866,5921,6215,updates,36,34,4,2,0.111100
867,3315,6221,updates,216,214,5,3,0.023100
868,3550,6222,updates,339,338,4,3,0.011800
869,4601,6226,updates,69,69,0,0,0.000000
870,5304,6232,updates,62,60,6,4,0.096800
871,5310,6232,updates,64,63,6,5,0.093800
872,5304,6233,updates,61,60,6,5,0.098400
873,5310,6233,updates,64,63,6,5,0.093800
874,3174,6234,updates,112,42,76,6,0.678600
875,4634,6234,obsoletes,90,14,76,0,0.844400
876,4741,6241,obsoletes,214,23,192,1,0.897200
877,4742,6242,obsoletes,114,12,104,2,0.912300
878,5201,6253,updates,31,30,6,5,0.193500
879,2965,6265,obsoletes,60,9,51,0,0.850000
880,2616,6266,updates,278,275,5,2,0.018000
881,5911,6268,updates,42,23,28,9,0.666700
882,1738,6270,updates,104,104,0,0,0.000000
883,3775,6275,obsoletes,167,109,59,1,0.353300
884,2560,6277,updates,54,53,3,2,0.055600
885,3693,6280,updates,37,25,18,6,0.486500
886,4944,6282,updates,58,49,41,32,0.706900
887,4271,6286,updates,222,219,5,2,0.022500
888,1122,6298,updates,278,256,32,10,0.115100
889,2988,6298,obsoletes,73,43,32,2,0.438400
890,3830,6309,updates,37,37,0,0,0.000000
891,5102,6313,updates,40,33,14,7,0.350000
892,6325,6327,updates,53,53,5,5,0.094300
893,2780,6335,updates,81,34,49,2,0.604900
894,2782,6335,updates,160,126,49,15,0.306300
895,3828,6335,updates,73,26,49,2,0.671200
896,4340,6335,updates,128,83,49,4,0.382800
897,4960,6335,updates,176,134,49,7,0.278400
898,5595,6335,updates,54,5,49,0,0.907400
899,5245,6336,updates,74,73,4,3,0.054100
900,4347,6347,obsoletes,148,47,113,12,0.763500
901,2739,6350,updates,33,3,30,0,0.909100
902,2425,6350,obsoletes,42,12,30,0,0.714300
903,2426,6350,obsoletes,50,22,30,2,0.600000
904,4770,6350,obsoletes,30,0,30,0,1.000000
905,5953,6353,obsoletes,43,3,42,2,0.976700
906,2198,6354,updates,43,43,1,1,0.023300
907,4871,6376,obsoletes,60,16,45,1,0.750000
908,5672,6376,obsoletes,46,1,45,0,0.978300
909,2113,6398,updates,38,31,11,4,0.289500
910,2711,6398,updates,30,24,11,5,0.366700
911,3547,6407,obsoletes,37,26,11,0,0.297300
912,3588,6408,updates,73,73,2,2,0.027400
913,4409,6409,obsoletes,38,19,19,0,0.500000
914,2026,6410,updates,318,316,17,15,0.053500
915,3315,6422,updates,214,214,6,6,0.028000
916,5586,6423,updates,50,50,3,3,0.060000
917,4379,6424,updates,56,56,8,8,0.142900
918,4379,6425,updates,63,56,15,8,0.238100
919,4379,6426,updates,60,56,12,8,0.200000
920,2205,6437,updates,235,210,30,5,0.127700
921,2460,6437,updates,354,338,30,14,0.084700
922,3697,6437,obsoletes,38,11,30,3,0.789500
923,6325,6439,updates,53,53,11,11,0.207500
924,3265,6446,updates,81,81,2,2,0.024700
925,3971,6494,updates,99,98,4,3,0.040400
926,3971,6495,updates,98,98,1,1,0.010200
927,4875,6510,updates,50,50,2,2,0.040000
928,6514,6515,updates,46,46,3,3,0.065200
929,793,6528,updates,415,414,10,9,0.024100
930,4952,6530,obsoletes,30,10,20,0,0.666700
931,2045,6532,updates,308,293,28,13,0.090900
932,5335,6532,obsoletes,37,11,28,2,0.756800
933,3461,6533,updates,44,42,7,5,0.159100
934,3464,6533,updates,47,45,7,5,0.148900
935,5213,6543,updates,60,60,0,0,0.000000
936,2328,6549,updates,200,199,4,3,0.020000
937,2460,6564,updates,340,338,7,5,0.020600
938,2616,6585,updates,286,275,13,2,0.045500
939,5735,6598,updates,37,21,18,2,0.486500
940,3633,6603,updates,64,64,9,9,0.140600
941,1035,6604,updates,433,433,1,1,0.002300
942,2308,6604,updates,36,36,1,1,0.027800
943,3046,6607,updates,43,42,3,2,0.069800
944,4271,6608,updates,219,219,0,0,0.000000
945,6514,6625,updates,46,46,12,12,0.260900
946,792,6633,updates,178,172,8,2,0.044900
947,1122,6633,updates,259,256,8,5,0.030900
948,1812,6633,updates,116,108,8,0,0.069000
949,3315,6644,updates,214,214,1,1,0.004700
950,1964,6649,updates,34,32,2,0,0.058800
951,4120,6649,updates,61,60,2,1,0.032800
952,1510,6649,obsoletes,51,49,2,0,0.039200
953,2046,6657,updates,198,196,5,3,0.025300
954,3261,6665,updates,547,546,17,16,0.031100
955,3265,6665,obsoletes,97,81,17,1,0.175300
956,4253,6668,updates,51,51,1,1,0.019600
957,2672,6672,obsoletes,30,13,18,1,0.600000
958,2385,6691,updates,76,69,8,1,0.105300
959,5036,6720,updates,89,89,4,4,0.044900
960,4447,6723,updates,73,73,1,1,0.013700
961,3484,6724,obsoletes,105,55,56,6,0.533300
962,3588,6733,obsoletes,109,73,41,5,0.376100
963,5719,6733,obsoletes,42,1,41,0,0.976200
964,5849,6749,obsoletes,65,4,62,1,0.953800
965,1918,6761,updates,228,212,18,2,0.078900
966,2606,6761,updates,57,41,18,2,0.315800
967,4340,6773,updates,84,83,3,2,0.035700
968,4944,6775,updates,64,49,38,23,0.593800
969,2205,6780,updates,212,210,5,3,0.023600
970,3209,6780,updates,239,238,5,4,0.020900
971,3473,6780,updates,141,138,5,2,0.035500
972,4872,6780,updates,30,29,5,4,0.166700
973,5228,6785,updates,47,45,5,3,0.106400
974,3031,6790,updates,199,178,32,11,0.160800
975,3107,6790,updates,48,16,32,0,0.666700
976,3209,6790,updates,262,238,32,8,0.122100
977,5036,6790,updates,120,89,32,1,0.266700
978,6145,6791,updates,39,38,4,3,0.102600
979,4271,6793,updates,226,219,25,18,0.110600
980,4893,6793,obsoletes,32,7,25,0,0.781200
981,4120,6806,updates,60,60,0,0,0.000000
982,2544,6815,updates,45,45,4,4,0.088900
983,5280,6818,updates,344,344,4,4,0.011600
984,4379,6829,updates,56,56,4,4,0.071400
985,4288,6838,obsoletes,197,86,113,2,0.573600
986,3023,6839,updates,98,93,7,2,0.071400
987,4033,6840,updates,191,190,9,8,0.047100
988,4034,6840,updates,122,121,9,8,0.073800
989,4035,6840,updates,118,118,9,9,0.076300
990,5155,6840,updates,45,41,9,5,0.200000
991,2131,6842,updates,191,191,0,0,0.000000
992,2328,6845,updates,200,199,7,6,0.035000
993,5340,6845,updates,94,93,7,6,0.074500
994,5322,6854,updates,139,139,1,1,0.007200
995,3501,6858,updates,129,129,3,3,0.023300
996,2328,6860,updates,200,199,2,1,0.010000
997,5340,6860,updates,93,93,2,2,0.021500
998,791,6864,updates,448,443,8,3,0.017900
999,1122,6864,updates,261,256,8,3,0.030700
1000,2003,6864,updates,84,76,8,0,0.095200
1001,6350,6868,updates,30,29,3,2,0.100000
1002,4447,6870,updates,79,73,8,2,0.101300
1003,3261,6878,updates,546,546,1,1,0.001800
1004,4787,6888,updates,90,79,25,14,0.277800
1005,5735,6890,obsoletes,41,21,21,1,0.512200
1006,2671,6891,obsoletes,81,42,46,7,0.567900
1007,2673,6891,obsoletes,56,12,46,2,0.821400
1008,2845,6895,updates,61,46,16,1,0.262300
1009,2930,6895,updates,34,19,16,1,0.470600
1010,3597,6895,updates,41,29,16,4,0.390200
1011,3711,6904,updates,210,210,13,13,0.061900
1012,792,6918,updates,172,172,1,1,0.005800
1013,2865,6929,updates,154,151,15,12,0.097400
1014,2460,6935,updates,342,338,12,8,0.035100
1015,4034,6944,updates,121,121,1,1,0.008300
1016,5155,6944,updates,41,41,1,1,0.024400
1017,2460,6946,updates,339,338,7,6,0.020600
1018,2223,6949,updates,44,33,11,0,0.250000
1019,5912,6960,updates,87,62,30,5,0.344800
1020,2560,6960,obsoletes,80,53,30,3,0.375000
1021,6277,6960,obsoletes,31,2,30,1,0.967700
1022,3971,6980,updates,101,98,8,5,0.079200
1023,4861,6980,updates,199,196,8,5,0.040200
1024,5996,6989,updates,59,56,5,2,0.084700
1025,6021,6991,obsoletes,118,11,108,1,0.915300
1026,1930,6996,updates,32,28,7,3,0.218800
1027,3551,7007,updates,116,116,1,1,0.008600
1028,5101,7011,obsoletes,89,39,51,1,0.573000
1029,5102,7012,obsoletes,57,33,28,4,0.491200
1030,3550,7022,updates,340,338,13,11,0.038200
1031,5586,7026,updates,50,50,2,2,0.040000
1032,2460,7045,updates,348,338,19,9,0.054600
1033,2780,7045,updates,53,34,19,0,0.358500
1034,4861,7048,updates,197,196,4,3,0.020300
1035,4960,7053,updates,134,134,5,5,0.037300
1036,3748,7057,updates,118,118,1,1,0.008500
1037,3471,7074,updates,104,104,2,2,0.019200
1038,4202,7074,updates,59,58,2,1,0.033900
1039,4203,7074,updates,67,66,2,1,0.029900
1040,5307,7074,updates,39,38,2,1,0.051300
1041,6733,7075,updates,40,40,1,1,0.025000
1042,3315,7083,updates,214,214,5,5,0.023400
1043,2026,7100,updates,316,316,9,9,0.028500
1044,2460,7112,updates,341,338,8,5,0.023500
1045,4020,7120,obsoletes,38,14,24,0,0.631600
1046,2026,7127,updates,316,316,9,9,0.028500
1047,4291,7136,updates,228,220,19,11,0.083300
1048,2309,7141,updates,43,38,7,2,0.162800
1049,2914,7141,updates,87,83,7,3,0.080500
1050,3720,7143,obsoletes,36,31,9,4,0.250000
1051,3720,7146,updates,34,31,5,2,0.147100
1052,959,7151,updates,111,111,0,0,0.000000
1053,4360,7153,updates,46,43,13,10,0.282600
1054,4627,7159,obsoletes,75,19,58,2,0.773300
1055,7158,7159,obsoletes,58,0,58,0,1.000000
1056,3550,7160,updates,340,338,9,7,0.026500
1057,3550,7164,updates,338,338,4,4,0.011800
1058,6325,7172,updates,53,53,29,29,0.547200
1059,6326,7176,obsoletes,31,5,26,0,0.838700
1060,6325,7177,updates,53,53,18,18,0.339600
1061,6325,7179,updates,53,53,5,5,0.094300
1062,6325,7180,updates,53,53,9,9,0.169800
1063,4408,7208,obsoletes,32,18,15,1,0.468800
1064,5586,7214,updates,50,50,1,1,0.020000
1065,6698,7218,updates,43,43,6,6,0.139500
1066,3315,7227,updates,222,214,15,7,0.067600
1067,2817,7230,updates,157,24,137,4,0.872600
1068,2818,7230,updates,259,157,137,35,0.529000
1069,2145,7230,obsoletes,139,4,137,2,0.985600
1070,2616,7230,obsoletes,400,275,137,12,0.342500
1071,2817,7231,updates,117,24,96,3,0.820500
1072,2616,7231,obsoletes,360,275,96,11,0.266700
1073,2616,7232,obsoletes,294,275,26,7,0.088400
1074,2616,7233,obsoletes,284,275,15,6,0.052800
1075,2616,7234,obsoletes,308,275,41,8,0.133100
1076,2616,7235,obsoletes,304,275,36,7,0.118400
1077,2617,7235,obsoletes,103,74,36,7,0.349500
1078,3032,7274,updates,115,113,8,6,0.069600
1079,3209,7274,updates,244,238,8,2,0.032800
1080,5331,7274,updates,36,30,8,2,0.222200
1081,5586,7274,updates,55,50,8,3,0.145500
1082,5921,7274,updates,42,34,8,0,0.190500
1083,6790,7274,updates,33,31,8,6,0.242400
1084,3315,7283,updates,214,214,2,2,0.009300
1085,5996,7296,obsoletes,128,56,73,1,0.570300
1086,3023,7303,obsoletes,108,93,15,0,0.138900
1087,2330,7312,updates,66,66,9,9,0.136400
1088,6487,7318,updates,38,38,0,0,0.000000
1089,3986,7320,updates,464,462,7,5,0.015100
1090,2223,7322,obsoletes,48,33,16,1,0.333300
1091,1323,7323,obsoletes,93,72,24,3,0.258100
1092,6333,7335,updates,49,45,4,0,0.081600
1093,4291,7346,updates,222,220,7,5,0.031500
1094,5389,7350,updates,86,84,6,4,0.069800
1095,6325,7357,updates,53,53,13,13,0.245300
1096,3212,7358,updates,32,29,3,0,0.093800
1097,4447,7358,updates,75,73,3,1,0.040000
1098,5036,7358,updates,89,89,3,3,0.033700
1099,6388,7358,updates,38,36,3,1,0.078900
1100,4291,7371,updates,221,220,2,1,0.009000
1101,6514,7385,updates,46,46,3,3,0.065200
1102,5201,7401,obsoletes,45,30,15,0,0.333300
1103,5234,7405,updates,491,491,24,24,0.048900
1104,5880,7419,updates,90,90,1,1,0.011100
1105,7296,7427,updates,72,72,8,8,0.111100
1106,6514,7441,updates,46,46,0,0,0.000000
1107,6790,7447,updates,31,31,0,0,0.000000
1108,6325,7455,updates,54,53,7,6,0.129600
1109,4119,7459,updates,36,35,1,0,0.027800
1110,3261,7462,updates,547,546,3,2,0.005500
1111,3261,7463,updates,546,546,1,1,0.001800
1112,5246,7465,updates,397,394,10,7,0.025200
1113,4346,7465,updates,110,105,10,5,0.090900
1114,2246,7465,updates,184,178,10,4,0.054300
1115,2328,7474,updates,205,199,21,15,0.102400
1116,5709,7474,updates,36,25,21,10,0.583300
1117,2026,7475,updates,316,316,7,7,0.022200
1118,2418,7475,updates,44,41,7,4,0.159100
1119,6887,7488,updates,44,43,3,2,0.068200
1120,5340,7503,updates,94,93,1,0,0.010600
1121,5321,7504,updates,97,97,1,1,0.010300
1122,4379,7506,updates,58,56,3,1,0.051700
1123,2246,7507,updates,182,178,7,3,0.038500
1124,4346,7507,updates,108,105,7,4,0.064800
1125,4347,7507,updates,51,47,7,3,0.137300
1126,5246,7507,updates,394,394,7,7,0.017800
1127,6347,7507,updates,114,112,7,5,0.061400
1128,4861,7527,updates,196,196,2,2,0.010200
1129,4862,7527,updates,145,145,2,2,0.013800
1130,3530,7530,obsoletes,39,23,19,3,0.487200
1131,4379,7537,updates,56,56,2,2,0.035700
1132,4282,7542,obsoletes,66,54,13,1,0.197000
1133,3315,7550,updates,214,214,2,2,0.009300
1134,3633,7550,updates,64,64,2,2,0.031200
1135,5036,7552,updates,90,89,2,1,0.022200
1136,4861,7559,updates,196,196,2,2,0.010200
1137,3454,7564,obsoletes,71,65,10,4,0.140800
1138,2309,7567,obsoletes,62,38,28,4,0.451600
1139,5246,7568,updates,395,394,6,5,0.015200
1140,6513,7582,updates,51,51,4,4,0.078400
1141,6514,7582,updates,46,46,4,4,0.087000
1142,6120,7590,updates,63,61,5,3,0.079400
1143,4395,7595,obsoletes,45,31,15,1,0.333300
1144,1997,7606,updates,71,42,32,3,0.450700
1145,4271,7606,updates,226,219,32,25,0.141600
1146,4360,7606,updates,66,43,32,9,0.484800
1147,4456,7606,updates,52,24,32,4,0.615400
1148,4760,7606,updates,92,75,32,15,0.347800
1149,5543,7606,updates,32,0,32,0,1.000000
1150,5701,7606,updates,38,6,32,0,0.842100
1151,6368,7606,updates,35,3,32,0,0.914300
1152,4271,7607,updates,219,219,2,2,0.009100
1153,4013,7613,obsoletes,50,40,12,2,0.240000
1154,2617,7615,obsoletes,77,74,7,4,0.090900
1155,2617,7616,obsoletes,90,74,21,5,0.233300
1156,2617,7617,obsoletes,87,74,16,3,0.183900
1157,4301,7619,updates,294,288,8,2,0.027200
1158,5246,7627,updates,396,394,15,13,0.037900
1159,3515,7647,updates,50,50,2,2,0.040000
1160,6887,7652,updates,43,43,3,3,0.069800
1161,5117,7667,obsoletes,36,14,22,0,0.611100
1162,7296,7670,updates,72,72,1,1,0.013900
1163,6698,7671,updates,44,43,9,8,0.204500
1164,2679,7679,obsoletes,59,44,15,0,0.254200
1165,2680,7680,obsoletes,51,37,14,0,0.274500
1166,5246,7685,updates,394,394,1,1,0.002500
1167,3471,7699,updates,106,104,3,1,0.028300
1168,4271,7705,updates,219,219,4,4,0.018300
1169,4656,7717,updates,44,44,3,3,0.068200
1170,5357,7717,updates,43,43,3,3,0.069800
1171,4656,7718,updates,44,44,1,1,0.022700
1172,4379,7743,updates,58,56,2,0,0.034500
1173,2629,7749,obsoletes,30,27,5,2,0.166700
1174,5357,7750,updates,43,43,1,1,0.023300
1175,4120,7751,updates,60,60,1,1,0.016700
1176,6145,7757,updates,43,38,8,3,0.186000
1177,4601,7761,obsoletes,107,69,39,1,0.364500
1178,1035,7766,updates,436,433,16,13,0.036700
1179,1123,7766,updates,213,199,16,2,0.075100
1180,2418,7776,updates,45,41,8,4,0.177800
1181,6325,7780,updates,54,53,22,21,0.407400
1182,7177,7780,updates,30,17,22,9,0.733300
1183,6325,7783,updates,53,53,3,3,0.056600
1184,7519,7797,updates,66,64,2,0,0.030300
1185,6241,7803,updates,191,191,0,0,0.000000
1186,896,7805,obsoletes,36,36,0,0,0.000000
1187,3207,7817,updates,41,40,2,1,0.048800
1188,3501,7817,updates,129,129,2,2,0.015500
1189,5905,7822,updates,112,112,3,3,0.026800
1190,2326,7826,obsoletes,89,81,11,3,0.123600
1191,5741,7841,obsoletes,4149,2135,2014,0,0.485400
1192,6887,7843,updates,43,43,0,0,0.000000
1193,4787,7857,updates,83,79,8,4,0.096400
1194,5382,7857,updates,47,42,8,3,0.170200
1195,5213,7864,updates,60,60,1,1,0.016700
1196,5880,7880,updates,92,90,18,16,0.195700
1197,5440,7896,updates,99,99,1,1,0.010100
1198,6514,7899,updates,47,46,1,0,0.021300
1199,6513,7900,updates,51,51,4,4,0.078400
1200,6514,7900,updates,46,46,4,4,0.087000
1201,6514,7902,updates,46,46,3,3,0.065200
1202,5246,7905,updates,395,394,1,0,0.002500
1203,6347,7905,updates,113,112,1,0,0.008800
1204,6145,7915,obsoletes,48,38,11,1,0.229200
1205,2246,7919,updates,182,178,6,2,0.033000
1206,4346,7919,updates,108,105,6,3,0.055600
1207,4492,7919,updates,30,26,6,2,0.200000
1208,5246,7919,updates,394,394,6,6,0.015200
1209,7252,7959,updates,78,78,21,21,0.269200
1210,4975,7977,updates,34,33,2,1,0.058800
1211,5764,7983,updates,45,40,9,4,0.200000
1212,3263,7984,updates,54,54,0,0,0.000000
1213,6513,7988,updates,52,51,3,2,0.057700
1214,6514,7988,updates,48,46,3,1,0.062500
1215,6790,8012,updates,32,31,1,0,0.031200
1216,3447,8017,obsoletes,118,74,45,1,0.381400
1217,2898,8018,obsoletes,43,29,15,1,0.348800
1218,1034,8020,updates,383,378,6,1,0.015700
1219,2308,8020,updates,40,36,6,2,0.150000
1220,4944,8025,updates,51,49,8,6,0.156900
1221,4861,8028,updates,196,196,8,8,0.040800
1222,1122,8029,updates,284,256,30,2,0.105600
1223,4379,8029,obsoletes,86,56,30,0,0.348800
1224,6424,8029,obsoletes,37,7,30,0,0.810800
1225,6829,8029,obsoletes,33,3,30,0,0.909100
1226,7537,8029,obsoletes,31,1,30,0,0.967700
1227,5761,8035,updates,33,33,1,1,0.030300
1228,2328,8042,updates,199,199,2,2,0.010100
1229,2865,8044,updates,151,151,5,5,0.033100
1230,3162,8044,updates,38,35,5,2,0.131600
1231,4072,8044,updates,32,27,5,0,0.156200
1232,4120,8062,updates,60,60,1,1,0.016700
1233,2464,8064,updates,66,54,15,3,0.227300
1234,4291,8064,updates,225,220,15,10,0.066700
1235,5072,8064,updates,30,16,15,1,0.500000
1236,4944,8066,updates,49,49,1,1,0.020400
1237,6282,8066,updates,40,40,1,1,0.025000
1238,4447,8077,obsoletes,86,73,14,1,0.162800
1239,3550,8083,updates,343,338,19,14,0.055400
1240,5405,8085,obsoletes,92,32,60,0,0.652200
1241,1738,8089,updates,108,104,4,0,0.037000
1242,2046,8098,updates,199,196,4,1,0.020100
1243,3461,8098,updates,45,42,4,1,0.088900
1244,3550,8108,updates,340,338,10,8,0.029400
1245,4585,8108,updates,83,82,10,9,0.120500
1246,6830,8113,updates,31,30,1,0,0.032300
1247,5226,8126,obsoletes,935,552,386,3,0.412800
1248,4120,8129,updates,60,60,0,0,0.000000
1249,6325,8139,updates,53,53,5,5,0.094300
1250,2141,8141,obsoletes,133,118,17,2,0.127800
1251,3406,8141,obsoletes,66,51,17,2,0.257600
1252,5766,8155,updates,48,46,3,1,0.062500
1253,2119,8174,updates,5384,5384,1376,1376,0.255600
1254,5661,8178,updates,30,26,7,3,0.233300
1255,2026,8179,updates,317,316,7,6,0.022100
1256,3979,8179,obsoletes,38,32,7,1,0.184200
1257,4035,8198,updates,122,118,10,6,0.082000
1258,2460,8200,obsoletes,426,338,100,12,0.234700
1259,1981,8201,obsoletes,105,75,32,2,0.304800
1260,6487,8209,updates,41,38,9,6,0.219500
1261,4271,8212,updates,219,219,1,1,0.004600
1262,3261,8217,updates,546,546,2,2,0.003700
1263,3325,8217,updates,51,50,2,1,0.039200
1264,3515,8217,updates,52,50,2,0,0.038500
1265,4474,8224,obsoletes,73,54,21,2,0.287700
1266,7296,8247,updates,74,72,8,6,0.108100
1267,6325,8249,updates,54,53,1,0,0.018500
1268,6749,8252,updates,61,61,5,5,0.082000
1269,5440,8253,updates,100,99,38,37,0.380000
1270,7159,8259,obsoletes,158,57,104,3,0.658200
1271,4253,8268,updates,52,51,3,2,0.057700
1272,4090,8271,updates,62,62,2,2,0.032300
1273,3107,8277,obsoletes,32,16,16,0,0.500000
1274,5988,8288,obsoletes,54,30,28,4,0.518500
1275,6376,8301,updates,44,44,1,1,0.022700
1276,6555,8305,obsoletes,42,19,23,0,0.547600
1277,4251,8308,updates,57,56,4,3,0.070200
1278,4252,8308,updates,46,44,4,2,0.087000
1279,4253,8308,updates,52,51,4,3,0.076900
1280,7858,8310,updates,51,51,10,10,0.196100
1281,3168,8311,updates,165,165,13,13,0.078800
1282,4342,8311,updates,30,18,13,1,0.433300
1283,6679,8311,updates,32,21,13,2,0.406200
1284,1939,8314,updates,67,62,6,1,0.089600
1285,2595,8314,updates,32,27,6,1,0.187500
1286,3501,8314,updates,131,129,6,4,0.045800
1287,4861,8319,updates,196,196,0,0,0.000000
1288,4252,8332,updates,44,44,2,2,0.045500
1289,4253,8332,updates,51,51,2,2,0.039200
1290,6536,8341,obsoletes,123,18,105,0,0.853700
1291,7950,8342,updates,149,137,88,76,0.590600
1292,7223,8343,obsoletes,72,12,61,1,0.847200
1293,8022,8349,obsoletes,38,3,35,0,0.921100
1294,5440,8356,updates,99,99,1,1,0.010100
1295,3471,8359,updates,104,104,0,0,0.000000
1296,3473,8359,updates,138,138,0,0,0.000000
1297,6325,8361,updates,54,53,1,0,0.018500
1298,5340,8362,updates,97,93,20,16,0.206200
1299,5838,8362,updates,34,15,20,1,0.588200
1300,6325,8377,updates,54,53,1,0,0.018500
1301,4761,8395,updates,40,40,0,0,0.000000
1302,5280,8398,updates,345,344,6,5,0.017400
1303,5280,8399,updates,344,344,2,2,0.005800
1304,3315,8415,obsoletes,255,214,41,0,0.160800
1305,3633,8415,obsoletes,105,64,41,0,0.390500
1306,3736,8415,obsoletes,73,32,41,0,0.561600
1307,4242,8415,obsoletes,48,7,41,0,0.854200
1308,7083,8415,obsoletes,45,4,41,0,0.911100
1309,7283,8415,obsoletes,42,1,41,0,0.976200
1310,7550,8415,obsoletes,42,1,41,0,0.976200
1311,4492,8422,obsoletes,41,26,17,2,0.414600
1312,4861,8425,updates,196,196,2,2,0.010200
1313,4120,8429,updates,62,60,2,0,0.032300
1314,2474,8436,updates,189,189,2,2,0.010600
1315,3501,8437,updates,129,129,0,0,0.000000
1316,5245,8445,obsoletes,110,73,43,6,0.390900
1317,5705,8446,updates,298,20,290,12,0.973200
1318,6066,8446,updates,339,73,290,24,0.855500
1319,5077,8446,obsoletes,316,35,290,9,0.917700
1320,5246,8446,obsoletes,625,394,290,59,0.464000
1321,6961,8446,obsoletes,297,10,290,3,0.976400
1322,5077,8447,updates,47,35,16,4,0.340400
1323,5246,8447,updates,397,394,16,13,0.040300
1324,5705,8447,updates,32,20,16,4,0.500000
1325,7301,8447,updates,50,39,16,5,0.320000
1326,6066,8449,updates,73,73,1,1,0.013700
1327,6376,8463,updates,44,44,0,0,0.000000
1328,2330,8468,updates,66,66,3,3,0.045500
1329,4448,8469,updates,32,31,1,0,0.031200
1330,3501,8474,updates,129,129,5,5,0.038800
1331,1034,8482,updates,378,378,2,2,0.005300
1332,1035,8482,updates,434,433,2,1,0.004600
1333,1035,8490,updates,434,433,7,6,0.016100
1334,2308,8499,updates,72,36,39,3,0.541700
1335,7719,8499,obsoletes,50,12,39,1,0.780000
1336,6775,8505,updates,44,37,22,15,0.500000
1337,5286,8518,updates,36,36,0,0,0.000000
1338,6241,8526,updates,192,191,2,1,0.010400
1339,7950,8526,updates,137,137,2,2,0.014600
1340,8040,8527,updates,138,138,2,2,0.014500
1341,6514,8534,updates,46,46,3,3,0.065200
1342,4090,8537,updates,63,62,1,0,0.015900
1343,4656,8545,updates,45,44,3,2,0.066700
1344,5357,8545,updates,44,43,3,2,0.068200
1345,5751,8551,obsoletes,93,70,26,3,0.279600
1346,2782,8553,updates,126,126,1,1,0.007900
1347,3263,8553,updates,55,54,1,0,0.018200
1348,4120,8553,updates,61,60,1,0,0.016400
1349,5389,8553,updates,85,84,1,0,0.011800
1350,5766,8553,updates,47,46,1,0,0.021300
1351,6120,8553,updates,62,61,1,0,0.016100
