edge_id,old_rfc,new_rfc,relation_type,total_citers,cites_old,cites_new,cites_both,takeover_ratio
1352,6376,8553,updates,44,44,1,1,0.022700
1353,6733,8553,updates,42,41,1,0,0.023800
1354,6763,8553,updates,44,44,1,1,0.022700
1355,5880,8562,updates,91,90,5,4,0.054900
1356,5905,8573,updates,112,112,4,4,0.035700
1357,7432,8584,updates,51,51,9,9,0.176500
1358,3261,8591,updates,546,546,1,1,0.001800
1359,3428,8591,updates,43,43,1,1,0.023300
1360,4975,8591,updates,33,33,1,1,0.030300
1361,7252,8613,updates,83,78,24,19,0.289200
1362,4761,8614,updates,40,40,0,0,0.000000
1363,7230,8615,updates,153,136,21,4,0.137300
1364,7595,8615,updates,32,14,21,3,0.656200
1365,5785,8615,obsoletes,44,23,21,0,0.477300
1366,6376,8616,updates,44,44,2,2,0.045500
1367,4594,8622,updates,31,29,5,3,0.161300
1368,1997,8642,updates,42,42,0,0,0.000000
1369,4271,8654,updates,219,219,2,2,0.009100
1370,3279,8692,updates,57,55,3,1,0.052600
