baseline,tfp_mae,baseline_mae,mae_ratio,improvement_pct
Bass,4.187326112504976,6.359794485526102,0.6584058843465265,34.159411565347355
Gompertz,4.187326112504976,5.656866745816367,0.7402200371083135,25.977996289168647
Logistic,4.187326112504976,5.43082383620172,0.7710296335875189,22.897036641248114
