method,origin,horizon,actual,point,q0_01,q0_025,q0_05,q0_10,q0_15,q0_20,q0_25,q0_30,q0_35,q0_40,q0_45,q0_50,q0_55,q0_60,q0_65,q0_70,q0_75,q0_80,q0_85,q0_90,q0_95,q0_975,q0_99,cov_50,cov_80,cov_90,cov_95,wis,domain,series
conformal,192,4,2.0,1.0,-32.38461538461539,-32.38461538461539,-32.38461538461539,-32.38461538461539,-32.38461538461539,-32.38461538461539,-32.38461538461539,-32.38461538461539,-30.984615384615385,-30.984615384615385,-30.984615384615385,-29.584615384615383,-26.784615384615385,-22.584615384615383,-15.059615384615384,-7.763461538461511,1.2153846153846146,12.684615384615384,30.55817307692305,91.77788461538448,185.79663461538473,262.31538461538463,290.8711846153846,0,1,1,,175.75996184615383,flu,flu_10
empirical,193,1,0.0,7.0,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-18.3148076923077,-18.204807692307696,-18.204807692307696,-17.819807692307695,-17.104807692307695,-14.904807692307696,-11.604807692307695,-8.304807692307696,-1.484807692307708,7.095192307692306,13.255192307692331,24.530192307692285,64.18519230769236,116.87519230769226,190.2726923076923,232.63919230769227,1,1,1,,99.92151211538466,flu,flu_10
conformal,193,1,0.0,7.0,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.304807692307698,-19.07740384615385,-18.204807692307696,-18.204807692307696,-18.204807692307696,-17.104807692307695,-14.690625,-11.604807692307695,-5.692307692307695,0.04038461538463434,7.095192307692306,16.10673076923077,30.150240384615365,78.2514423076922,152.12331730769242,212.24519230769232,234.6818923076923,1,1,1,,102.63245113461541,flu,flu_10
empirical,193,2,3.0,7.0,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-20.61615384615385,-20.49615384615385,-20.49615384615385,-20.076153846153847,-19.296153846153846,-16.896153846153847,-13.296153846153846,-9.696153846153848,-2.256153846153861,7.103846153846152,13.82384615384618,26.123846153846127,69.3838461538462,126.86384615384608,206.9338461538461,253.1518461538461,1,1,1,,125.36892230769234,flu,flu_10
conformal,193,2,3.0,7.0,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.696153846153848,-21.448076923076922,-20.49615384615385,-20.49615384615385,-20.49615384615385,-19.296153846153846,-16.662499999999998,-13.296153846153846,-6.8461538461538485,-0.5923076923076707,7.103846153846152,16.934615384615384,32.254807692307665,84.72884615384602,165.31634615384624,230.90384615384613,255.38024615384612,1,1,1,,128.28225438461538,flu,flu_10
empirical,193,4,2.0,7.0,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-25.218846153846158,-25.078846153846158,-25.078846153846158,-24.588846153846152,-23.678846153846155,-20.878846153846155,-16.678846153846155,-12.478846153846156,-3.7988461538461706,7.1211538461538435,14.961153846153875,29.311153846153815,79.78115384615391,146.84115384615376,240.25615384615378,294.1771538461538,1,1,1,,144.76374269230772,flu,flu_10
conformal,193,4,2.0,7.0,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.478846153846156,-26.189423076923077,-25.078846153846158,-25.078846153846158,-25.078846153846158,-23.678846153846155,-20.60625,-16.678846153846155,-9.153846153846157,-1.8576923076922824,7.1211538461538435,18.590384615384615,36.46394230769228,97.68365384615369,191.70240384615394,268.2211538461538,296.7769538461538,1,1,1,,148.1626301153846,flu,flu_10
empirical,194,1,3.0,1.0,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-24.3148076923077,-24.204807692307696,-24.204807692307696,-23.819807692307695,-23.104807692307695,-20.904807692307696,-17.604807692307695,-14.304807692307696,-7.484807692307708,1.0951923076923058,7.255192307692331,18.530192307692285,58.18519230769236,110.87519230769226,184.2726923076923,226.63919230769227,0,1,1,,142.32631980769236,flu,flu_10
conformal,194,1,3.0,1.0,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.304807692307698,-25.07740384615385,-24.204807692307696,-24.204807692307696,-24.204807692307696,-23.104807692307695,-20.690625,-17.604807692307695,-11.692307692307695,-5.959615384615366,1.0951923076923058,10.106730769230769,24.150240384615365,72.2514423076922,146.12331730769242,206.24519230769232,228.6818923076923,0,1,1,,144.99687421153845,flu,flu_10
empirical,194,2,2.0,1.0,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-26.61615384615385,-26.49615384615385,-26.49615384615385,-26.076153846153847,-25.296153846153846,-22.896153846153847,-19.296153846153846,-15.696153846153848,-8.256153846153861,1.103846153846152,7.823846153846179,20.123846153846127,63.38384615384621,120.86384615384608,200.9338461538461,247.1518461538461,0,1,1,,148.76507615384617,flu,flu_10
conformal,194,2,2.0,1.0,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.696153846153848,-27.448076923076922,-26.49615384615385,-26.49615384615385,-26.49615384615385,-25.296153846153846,-22.662499999999998,-19.296153846153846,-12.846153846153848,-6.592307692307671,1.103846153846152,10.934615384615384,26.25480769230767,78.72884615384602,159.31634615384624,224.90384615384613,249.38024615384612,0,1,1,,151.6784082307692,flu,flu_10
empirical,194,4,5.0,1.0,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-31.218846153846158,-31.078846153846158,-31.078846153846158,-30.588846153846152,-29.678846153846155,-26.878846153846155,-22.678846153846155,-18.478846153846156,-9.79884615384617,1.121153846153844,8.961153846153875,23.311153846153815,73.78115384615391,140.84115384615376,234.25615384615378,288.1771538461538,0,1,1,,189.1425888461539,flu,flu_10
conformal,194,4,5.0,1.0,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.478846153846156,-32.18942307692308,-31.078846153846158,-31.078846153846158,-31.078846153846158,-29.678846153846155,-26.60625,-22.678846153846155,-15.153846153846157,-7.857692307692282,1.121153846153844,12.590384615384615,30.46394230769228,91.68365384615369,185.70240384615394,262.2211538461538,290.7769538461538,0,1,1,,192.54147626923077,flu,flu_10
empirical,190,1,134.0,141.0,-470.9240769230769,-467.723076923077,-464.25807692307694,-451.99307692307696,-427.62807692307695,-415.36307692307696,-376.6980769230769,-354.75307692307695,-317.9030769230769,-279.4030769230769,-263.12307692307695,-236.1730769230769,-159.22807692307686,-64.0230769230769,51.80692307692327,171.7069230769229,278.6269230769231,409.19692307692316,624.081923076923,1022.1169230769234,2341.5119230769224,2830.4894230769223,3181.8459230769236,1,1,1,,2071.954281730769,flu,flu_12
conformal,190,1,134.0,141.0,-491.7437769230769,-469.012139423077,-466.1629807692308,-452.97355769230774,-433.7262019230769,-420.1692307692308,-380.78341346153854,-357.04086538461536,-324.0012019230769,-287.8625000000001,-264.83653846153845,-247.61201923076925,-150.5819711538461,-56.85192307692313,67.8394230769231,196.87259615384653,286.7975961538461,425.0538461538462,681.8483173076922,1187.634134615383,2454.202163461539,3113.6534855769237,3617.551523076926,1,1,1,,2123.5521897788462,flu,flu_12
empirical,190,2,163.0,141.0,-526.5535384615383,-523.0615384615384,-519.2815384615384,-505.9015384615385,-479.32153846153835,-465.94153846153836,-423.7615384615384,-399.82153846153847,-359.6215384615384,-317.6215384615384,-299.86153846153843,-270.4615384615384,-186.52153846153834,-82.66153846153841,43.69846153846176,174.49846153846136,291.13846153846157,433.5784615384616,667.9984615384612,1102.2184615384617,2541.5584615384605,3074.9884615384603,3458.2864615384615,1,1,1,,2364.041034615384,flu,flu_12
conformal,190,2,163.0,141.0,-549.2659384615384,-524.4677884615384,-521.3596153846153,-506.9711538461538,-485.9740384615384,-471.1846153846153,-428.21826923076924,-402.3173076923076,-366.2740384615384,-326.85,-301.7307692307692,-282.9403846153846,-177.08942307692297,-74.83846153846156,61.18846153846157,201.9519230769235,300.051923076923,450.8769230769231,731.016346153846,1282.7826923076902,2664.49326923077,3383.8947115384617,3933.601661538464,1,1,1,,2420.3296615769227,flu,flu_12
empirical,190,4,202.0,141.0,-637.8124615384614,-633.7384615384615,-629.3284615384615,-613.7184615384615,-582.7084615384614,-567.0984615384614,-517.8884615384615,-489.9584615384615,-443.05846153846153,-394.05846153846153,-373.3384615384615,-339.0384615384615,-241.10846153846143,-119.93846153846147,27.48153846153872,180.08153846153823,316.1615384615385,482.34153846153856,755.8315384615381,1262.4215384615386,2941.6515384615373,3563.9865384615373,4011.1675384615382,1,1,1,,2903.6330019230763,flu,flu_12
conformal,190,4,202.0,141.0,-664.3102615384614,-635.3790865384615,-631.7528846153845,-614.9663461538461,-590.4697115384614,-573.2153846153846,-523.0879807692307,-492.87019230769226,-450.81971153846143,-404.82500000000005,-375.5192307692307,-353.5971153846153,-230.10432692307683,-110.81153846153848,47.88653846153851,212.11057692307742,326.56057692307684,502.523076923077,829.3524038461536,1473.0798076923054,3085.075480769231,3924.377163461538,4565.701938461541,1,1,1,,2947.384605173076,flu,flu_12
empirical,191,1,163.0,176.0,-436.0086923076923,-432.8076923076924,-429.34269230769235,-417.07769230769236,-392.71269230769235,-380.44769230769236,-341.7826923076923,-319.83769230769235,-282.9876923076923,-244.48769230769233,-228.20769230769235,-201.2576923076923,-124.31269230769226,-29.107692307692304,86.72230769230787,206.6223076923075,313.5423076923077,444.11230769230775,658.9973076923075,1057.032307692308,2376.427307692307,2865.404807692307,3216.7613076923076,1,1,1,,2051.250435576923,flu,flu_12
conformal,191,1,163.0,176.0,-456.8283923076923,-434.0967548076924,-431.2475961538462,-418.05817307692314,-398.81081730769233,-385.2538461538462,-345.86802884615395,-322.12548076923076,-283.86081730769234,-252.94711538461553,-229.92115384615386,-212.69663461538465,-115.6665865384615,-21.936538461538532,102.7548076923077,231.78798076923113,321.7129807692307,459.9692307692308,716.7637019230768,1222.5495192307674,2489.1175480769234,3148.5688701923077,3652.4669076923105,1,1,1,,2101.0195936250007,flu,flu_12
empirical,191,2,185.0,176.0,-491.64584615384604,-488.1538461538461,-484.3738461538461,-470.9938461538462,-444.41384615384607,-431.03384615384607,-388.8538461538461,-364.9138461538462,-324.71384615384613,-282.71384615384613,-264.95384615384614,-235.5538461538461,-151.61384615384605,-47.753846153846126,78.60615384615404,209.40615384615364,326.04615384615386,468.4861538461539,702.9061538461535,1137.126153846154,2576.4661538461523,3109.8961538461526,3493.1941538461538,1,1,1,,2318.864111538461,flu,flu_12
conformal,191,2,185.0,176.0,-514.3582461538462,-489.5600961538461,-486.451923076923,-472.0634615384615,-451.0663461538461,-436.276923076923,-393.31057692307695,-367.40961538461534,-325.6663461538461,-291.94230769230774,-266.82307692307694,-248.0326923076923,-142.18173076923068,-39.93076923076927,96.09615384615385,236.85961538461578,334.9596153846153,485.7846153846154,765.9240384615383,1317.6903846153825,2699.4009615384616,3418.8024038461535,3968.509353846156,1,1,1,,2373.1577385,flu,flu_12
empirical,191,4,219.0,176.0,-602.9201538461538,-598.8461538461538,-594.4361538461538,-578.8261538461538,-547.8161538461537,-532.2061538461537,-482.9961538461538,-455.06615384615384,-408.16615384615386,-359.16615384615386,-338.44615384615383,-304.1461538461538,-206.21615384615376,-85.0461538461538,62.37384615384639,214.9738461538459,351.05384615384617,517.2338461538462,790.7238461538458,1297.3138461538463,2976.5438461538442,3598.8788461538447,4046.0598461538457,1,1,1,,2823.117617307692,flu,flu_12
conformal,191,4,219.0,176.0,-629.4179538461538,-600.4867788461538,-596.8605769230768,-580.0740384615384,-555.5774038461537,-538.3230769230769,-488.1956730769231,-457.9778846153846,-409.2774038461538,-369.9326923076924,-340.62692307692305,-318.7048076923076,-195.21201923076916,-75.91923076923081,82.77884615384617,247.00288461538508,361.4528846153845,537.4153846153847,864.2447115384613,1507.9721153846128,3119.9677884615385,3959.2694711538456,4600.594246153849,1,1,1,,2882.4340282499993,flu,flu_12
empirical,192,1,185.0,134.0,-477.02503846153854,-473.8240384615385,-470.3590384615386,-458.0940384615386,-433.7290384615385,-421.4640384615385,-382.79903846153854,-363.8240384615386,-325.2690384615385,-302.44403846153847,-274.9440384615385,-242.27403846153857,-165.32903846153846,-70.12403846153853,45.70596153846165,165.6059615384613,272.5259615384615,403.09596153846155,617.9809615384613,1016.0159615384617,2335.4109615384605,2824.388461538461,3175.7449615384617,1,1,1,,2301.8854355769236,flu,flu_12
conformal,192,1,185.0,134.0,-497.84473846153855,-475.1131009615385,-472.26394230769233,-459.0745192307694,-439.8271634615386,-426.27019230769235,-386.8843750000001,-363.8240384615386,-331.20216346153853,-310.96057692307704,-278.45240384615397,-253.71298076923085,-156.6829326923077,-62.95288461538473,61.73846153846148,190.77163461538493,280.6966346153845,418.9528846153846,675.7473557692306,1181.5331730769212,2448.1012019230775,3107.552524038462,3611.450561538464,1,1,1,,2334.1757715096155,flu,flu_12
empirical,192,2,202.0,134.0,-532.5727692307693,-529.0807692307693,-525.3007692307693,-511.92076923076934,-485.3407692307692,-471.9607692307692,-429.78076923076924,-409.0807692307693,-367.02076923076925,-342.12076923076916,-312.12076923076927,-276.4807692307693,-192.54076923076923,-88.68076923076927,37.6792307692309,168.4792307692305,285.11923076923074,427.55923076923074,661.9792307692304,1096.1992307692308,2535.5392307692296,3068.96923076923,3452.2672307692305,1,1,1,,2566.7841115384617,flu,flu_12
conformal,192,2,202.0,134.0,-555.2851692307693,-530.4870192307693,-527.3788461538461,-512.9903846153846,-491.9932692307692,-477.20384615384614,-434.23750000000007,-409.0807692307693,-373.4932692307693,-351.41153846153856,-315.948076923077,-288.9596153846154,-183.10865384615386,-80.85769230769242,55.16923076923072,195.93269230769263,294.0326923076922,444.8576923076923,724.9971153846151,1276.7634615384595,2658.474038461539,3377.8754807692308,3927.5824307692333,1,1,1,,2595.713603884615,flu,flu_12
empirical,192,4,265.0,134.0,-643.6682307692307,-639.5942307692308,-635.1842307692308,-619.5742307692309,-588.5642307692307,-572.9542307692308,-523.7442307692307,-499.59423076923076,-450.5242307692308,-421.47423076923064,-386.47423076923076,-344.8942307692308,-246.96423076923077,-125.79423076923081,21.625769230769393,174.2257692307689,310.30576923076916,476.4857692307692,749.9757692307688,1256.5657692307693,2935.7957692307677,3558.130769230768,4005.311769230769,1,1,1,,3227.0814634615385,flu,flu_12
conformal,192,4,265.0,134.0,-670.1660307692308,-641.2348557692308,-637.6086538461537,-620.8221153846155,-596.3254807692308,-579.0711538461538,-528.94375,-499.59423076923076,-458.0754807692308,-432.31346153846164,-390.93942307692316,-359.4528846153846,-235.96009615384617,-116.66730769230782,42.03076923076918,206.25480769230808,320.7048076923075,496.66730769230765,823.4966346153843,1467.224038461536,3079.219711538462,3918.521394230769,4559.846169230772,1,1,1,,3260.8325378653844,flu,flu_12
empirical,193,1,202.0,163.0,-447.49619230769235,-444.29519230769233,-440.8301923076924,-428.5651923076924,-404.2001923076923,-391.9351923076923,-353.27019230769235,-334.29519230769233,-305.20019230769236,-285.89519230769235,-245.41519230769234,-212.74519230769232,-135.80019230769227,-40.595192307692315,75.23480769230787,195.1348076923075,302.0548076923077,432.6248076923078,647.5098076923075,1045.544807692308,2364.9398076923067,2853.9173076923066,3205.273807692308,1,1,1,,2254.0086278846156,flu,flu_12
conformal,193,1,202.0,163.0,-468.31589230769237,-445.58425480769233,-442.73509615384614,-429.5456730769232,-410.2983173076924,-396.74134615384617,-357.3555288461539,-334.29519230769233,-305.6951923076923,-288.96250000000003,-248.92355769230772,-224.1841346153846,-127.15408653846151,-33.424038461538515,91.2673076923077,220.30048076923114,310.22548076923067,448.4817307692308,705.2762019230768,1211.0620192307674,2477.6300480769232,3137.081370192308,3640.9794076923104,1,1,1,,2294.7447739134614,flu,flu_12
empirical,193,2,219.0,163.0,-502.99584615384606,-499.5038461538461,-495.7238461538461,-482.34384615384613,-455.7638461538461,-442.3838461538461,-400.20384615384614,-379.5038461538461,-347.76384615384615,-326.70384615384614,-282.5438461538461,-246.90384615384613,-162.96384615384608,-59.10384615384615,67.25615384615405,198.05615384615362,314.69615384615383,457.1361538461539,691.5561538461536,1125.776153846154,2565.1161538461524,3098.5461538461527,3481.8441538461534,1,1,1,,2519.4639576923073,flu,flu_12
conformal,193,2,219.0,163.0,-525.7082461538461,-500.9100961538461,-497.801923076923,-483.41346153846155,-462.4163461538461,-447.62692307692305,-404.66057692307686,-379.5038461538461,-348.3038461538461,-330.04999999999995,-286.37115384615385,-259.38269230769225,-153.5317307692307,-51.280769230769266,84.74615384615386,225.50961538461578,323.60961538461527,474.4346153846154,754.5740384615383,1306.3403846153824,2688.0509615384617,3407.4524038461536,3957.159353846156,1,1,1,,2550.4488442692304,flu,flu_12
empirical,193,4,359.0,163.0,-613.9951538461537,-609.9211538461537,-605.5111538461538,-589.9011538461539,-558.8911538461538,-543.2811538461538,-494.07115384615383,-469.92115384615374,-432.89115384615377,-408.32115384615383,-356.80115384615374,-315.2211538461538,-217.29115384615375,-96.12115384615385,51.298846153846384,203.8988461538459,339.9788461538461,506.1588461538462,779.6488461538459,1286.2388461538465,2965.4688461538444,3587.8038461538445,4034.984846153846,0,1,1,,3546.395771153846,flu,flu_12
conformal,193,4,359.0,163.0,-640.4929538461538,-611.5617788461537,-607.9355769230768,-591.1490384615385,-566.6524038461538,-549.3980769230769,-499.270673076923,-469.92115384615374,-433.52115384615377,-412.2249999999999,-361.26634615384614,-329.77980769230766,-206.28701923076915,-86.99423076923082,71.70384615384617,235.9278846153851,350.37788461538446,526.3403846153847,853.1697115384613,1496.8971153846128,3108.8927884615387,3948.194471153846,4589.519246153849,0,1,1,,3564.5512157499998,flu,flu_12
empirical,194,1,219.0,185.0,-424.37503846153857,-421.17403846153854,-417.7090384615386,-405.44403846153864,-381.0790384615385,-368.81403846153853,-330.14903846153857,-311.17403846153854,-282.0790384615386,-264.53403846153856,-226.80403846153854,-202.27403846153857,-112.67903846153848,-17.474038461538527,98.35596153846166,218.2559615384613,325.1759615384615,455.7459615384616,670.6309615384613,1068.665961538462,2388.0609615384606,2877.038461538461,3228.3949615384618,1,1,1,,2235.521935576923,flu,flu_12
conformal,194,1,219.0,185.0,-445.1947384615386,-422.46310096153854,-419.61394230769235,-406.4245192307694,-387.1771634615386,-373.6201923076924,-334.2343750000001,-311.17403846153854,-282.5740384615385,-265.84134615384625,-228.00240384615392,-203.36346153846165,-104.03293269230772,-10.302884615384727,114.38846153846148,243.42163461538493,333.34663461538446,471.6028846153846,728.3973557692306,1234.1831730769213,2500.7512019230776,3160.202524038462,3664.1005615384643,1,1,1,,2275.4609758365386,flu,flu_12
empirical,194,2,265.0,185.0,-479.7727692307692,-476.28076923076924,-472.50076923076927,-459.12076923076927,-432.54076923076923,-419.16076923076923,-376.9807692307693,-356.28076923076924,-324.5407692307693,-305.4007692307693,-264.2407692307693,-237.48076923076928,-139.74076923076922,-35.88076923076929,90.47923076923091,221.27923076923048,337.9192307692307,480.35923076923075,714.7792307692305,1148.999230769231,2588.3392307692297,3121.7692307692296,3505.0672307692307,1,1,1,,2631.8421115384617,flu,flu_12
conformal,194,2,265.0,185.0,-502.4851692307692,-477.68701923076924,-474.57884615384614,-460.1903846153847,-439.19326923076926,-424.4038461538462,-381.4375,-356.28076923076924,-325.08076923076925,-306.8269230769231,-265.54807692307696,-238.66923076923086,-130.30865384615385,-28.057692307692406,107.96923076923072,248.73269230769264,346.8326923076921,497.6576923076923,777.7971153846152,1329.5634615384595,2711.2740384615386,3430.675480769231,3980.3824307692335,1,1,1,,2648.7701904230767,flu,flu_12
empirical,194,4,524.0,185.0,-590.5682307692307,-586.4942307692307,-582.0842307692308,-566.4742307692309,-535.4642307692308,-519.8542307692308,-470.64423076923083,-446.49423076923074,-409.46423076923077,-387.13423076923084,-339.11423076923086,-307.8942307692308,-193.86423076923074,-72.69423076923084,74.72576923076939,227.3257692307689,363.4057692307691,529.5857692307692,803.0757692307689,1309.6657692307695,2988.8957692307677,3611.2307692307677,4058.411769230769,0,1,1,,4336.57669423077,flu,flu_12
conformal,194,4,524.0,185.0,-617.0660307692308,-588.1348557692307,-584.5086538461538,-567.7221153846154,-543.2254807692308,-525.9711538461539,-475.84375,-446.49423076923074,-410.09423076923076,-388.7980769230769,-340.6394230769231,-309.2807692307693,-182.86009615384614,-63.56730769230782,95.13076923076918,259.3548076923081,373.80480769230746,549.7673076923077,876.5966346153843,1520.324038461536,3132.319711538462,3971.621394230769,4612.946169230772,0,1,1,,4345.927081134615,flu,flu_12
empirical,190,1,27.0,18.0,-192.80865384615387,-192.80865384615387,-191.70865384615388,-190.60865384615386,-189.50865384615386,-187.30865384615387,-182.08365384615388,-175.20865384615388,-172.95365384615386,-165.96865384615387,-157.55365384615385,-148.80865384615387,-144.40865384615387,-127.4686538461539,-96.22865384615385,-20.54865384615389,46.441346153846155,166.23134615384646,290.9163461538462,579.2813461538466,870.5063461538452,1089.4338461538462,1234.7933461538462,1,1,1,,1055.4607748076926,flu,flu_13
conformal,190,1,27.0,18.0,-192.80865384615387,-192.80865384615387,-191.70865384615388,-190.60865384615386,-189.50865384615386,-187.30865384615387,-182.90072115384618,-175.20865384615388,-173.00865384615386,-167.27596153846156,-158.70865384615388,-148.80865384615387,-143.5519230769231,-125.07403846153849,-86.86490384615387,-15.973076923076867,54.612019230769135,198.91826923076928,298.9944711538461,622.3971153846154,1020.1846153846159,1167.2382211538463,1309.333746153847,1,1,1,,1069.8074276057691,flu,flu_13
empirical,190,2,14.0,18.0,-211.97307692307692,-211.97307692307692,-210.77307692307693,-209.5730769230769,-208.37307692307692,-205.97307692307692,-200.27307692307693,-192.77307692307693,-190.31307692307692,-182.69307692307692,-173.5130769230769,-163.97307692307692,-159.17307692307693,-140.69307692307694,-106.6130769230769,-24.053076923076965,49.02692307692307,179.70692307692337,315.7269230769231,630.3069230769235,948.006923076922,1186.8369230769229,1345.410923076923,1,1,1,,1089.2299361538462,flu,flu_13
conformal,190,2,14.0,18.0,-211.97307692307692,-211.97307692307692,-210.77307692307693,-209.5730769230769,-208.37307692307692,-205.97307692307692,-201.16442307692307,-192.77307692307693,-190.37307692307692,-184.11923076923077,-174.77307692307693,-163.97307692307692,-158.23846153846154,-138.08076923076925,-96.39807692307693,-19.061538461538397,57.9403846153845,215.36538461538464,324.539423076923,677.3423076923077,1111.292307692308,1271.7144230769231,1426.7277230769237,1,1,1,,1104.8808301153847,flu,flu_13
empirical,190,4,29.0,18.0,-250.30192307692306,-250.30192307692306,-248.90192307692308,-247.50192307692305,-246.10192307692307,-243.30192307692306,-236.65192307692305,-227.90192307692305,-225.03192307692305,-216.14192307692306,-205.43192307692306,-194.30192307692306,-188.70192307692307,-167.1419230769231,-127.38192307692304,-31.06192307692313,54.19807692307691,206.65807692307726,365.3480769230769,732.3580769230774,1103.0080769230756,1381.6430769230767,1566.6460769230769,1,1,1,,1341.268258846154,flu,flu_13
conformal,190,4,29.0,18.0,-250.30192307692306,-250.30192307692306,-248.90192307692308,-247.50192307692305,-246.10192307692307,-243.30192307692306,-237.6918269230769,-227.90192307692305,-225.10192307692307,-217.80576923076924,-206.90192307692305,-194.30192307692306,-187.61153846153846,-164.0942307692308,-115.46442307692308,-25.238461538461458,64.59711538461525,248.2596153846154,375.6293269230768,787.2326923076923,1293.5076923076927,1480.666826923077,1661.5156769230775,1,1,1,,1359.5276351346154,flu,flu_13
empirical,191,1,14.0,21.0,-189.72403846153847,-189.72403846153847,-188.62403846153848,-187.52403846153845,-186.42403846153846,-184.22403846153847,-178.99903846153848,-172.12403846153848,-169.86903846153845,-165.08403846153846,-154.46903846153845,-145.72403846153847,-141.32403846153846,-124.3840384615385,-93.14403846153844,-17.464038461538486,49.52596153846156,169.31596153846186,294.0009615384616,582.365961538462,873.5909615384606,1092.5184615384615,1237.8779615384617,1,1,1,,983.9600055769232,flu,flu_13
conformal,191,1,14.0,21.0,-189.72403846153847,-189.72403846153847,-188.62403846153848,-187.52403846153845,-186.42403846153846,-184.22403846153847,-179.81610576923077,-172.12403846153848,-169.92403846153846,-165.95769230769233,-155.62403846153848,-145.72403846153847,-140.46730769230768,-121.98942307692309,-83.78028846153846,-12.888461538461463,57.69663461538454,202.0028846153847,302.0790865384615,625.4817307692308,1023.2692307692313,1170.3228365384616,1312.418361538462,1,1,1,,998.1331968365384,flu,flu_13
empirical,191,2,25.0,21.0,-208.8807692307692,-208.8807692307692,-207.68076923076922,-206.4807692307692,-205.2807692307692,-202.8807692307692,-197.18076923076922,-189.68076923076922,-187.2207692307692,-182.0007692307692,-170.4207692307692,-160.8807692307692,-156.08076923076922,-137.60076923076923,-103.52076923076919,-20.96076923076925,52.11923076923078,182.7992307692311,318.8192307692308,633.3992307692312,951.0992307692297,1189.9292307692306,1348.5032307692306,1,1,1,,1125.7745515384613,flu,flu_13
conformal,191,2,25.0,21.0,-208.8807692307692,-208.8807692307692,-207.68076923076922,-206.4807692307692,-205.2807692307692,-202.8807692307692,-198.07211538461536,-189.68076923076922,-187.2807692307692,-182.95384615384614,-171.68076923076922,-160.8807692307692,-155.14615384615382,-134.98846153846154,-93.30576923076922,-15.969230769230684,61.032692307692216,218.45769230769235,327.6317307692307,680.4346153846154,1114.3846153846157,1274.8067307692309,1429.8200307692312,1,1,1,,1141.2362147307692,flu,flu_13
empirical,191,4,28.0,21.0,-247.19423076923073,-247.19423076923073,-245.79423076923075,-244.39423076923072,-242.99423076923074,-240.19423076923073,-233.54423076923072,-224.79423076923072,-221.92423076923072,-215.83423076923071,-202.32423076923072,-191.19423076923073,-185.59423076923073,-164.03423076923076,-124.27423076923071,-27.954230769230797,57.30576923076924,209.7657692307696,368.45576923076925,735.4657692307698,1106.115769230768,1384.750769230769,1569.7537692307692,1,1,1,,1323.9036434615384,flu,flu_13
conformal,191,4,28.0,21.0,-247.19423076923073,-247.19423076923073,-245.79423076923075,-244.39423076923072,-242.99423076923074,-240.19423076923073,-234.58413461538456,-224.79423076923072,-221.99423076923074,-216.9461538461538,-203.79423076923072,-191.19423076923073,-184.50384615384613,-160.98653846153846,-112.35673076923075,-22.130769230769125,67.70480769230758,251.36730769230772,378.73701923076914,790.3403846153847,1296.615384615385,1483.7745192307693,1664.6233692307696,1,1,1,,1341.9422505192306,flu,flu_13
empirical,192,1,25.0,27.0,-183.65,-183.65,-182.55,-181.45000000000002,-180.35000000000002,-178.15,-172.925,-166.05,-163.79500000000002,-159.01000000000002,-149.55,-139.65,-135.25,-118.31000000000003,-87.07,-11.390000000000043,55.6,175.3900000000003,300.07500000000005,588.4400000000004,879.664999999999,1098.5925,1243.952,1,1,1,,1006.6465825000002,flu,flu_13
conformal,192,1,25.0,27.0,-183.65,-183.65,-182.55,-181.45000000000002,-180.35000000000002,-178.15,-173.7420673076923,-166.05,-163.85000000000002,-159.88365384615386,-150.1925480769231,-139.65,-134.39326923076925,-115.91538461538465,-77.70625000000001,-6.814423076923013,63.77067307692298,208.07692307692312,308.15312499999993,631.5557692307692,1029.3432692307697,1176.3968750000001,1318.4924000000003,1,1,1,,1020.5891703942309,flu,flu_13
empirical,192,2,29.0,27.0,-202.79999999999998,-202.79999999999998,-201.6,-200.4,-199.2,-196.79999999999998,-191.1,-183.6,-181.14,-175.92,-165.6,-154.79999999999998,-150.0,-131.52,-97.43999999999998,-14.880000000000038,58.2,188.8800000000003,324.9,639.4800000000004,957.1799999999988,1196.0099999999998,1354.5839999999998,1,1,1,,1116.97809,flu,flu_13
