method,origin,horizon,actual,point,q0_01,q0_025,q0_05,q0_10,q0_15,q0_20,q0_25,q0_30,q0_35,q0_40,q0_45,q0_50,q0_55,q0_60,q0_65,q0_70,q0_75,q0_80,q0_85,q0_90,q0_95,q0_975,q0_99,cov_50,cov_80,cov_90,cov_95,wis,domain,series
empirical,192,2,4.0,2.0,-47.18846153846153,-47.18846153846153,-47.18846153846153,-47.18846153846153,-47.18846153846153,-47.18846153846153,-45.988461538461536,-44.78846153846153,-44.72846153846154,-42.388461538461534,-39.988461538461536,-36.988461538461536,-33.20846153846153,-27.988461538461536,-10.228461538461522,19.291538461538437,33.511538461538464,48.8115384615385,73.59153846153845,102.45153846153846,146.31153846153842,169.44153846153839,252.90753846153837,1,1,1,,234.27732538461532,flu,flu_16
conformal,192,2,4.0,2.0,-47.18846153846153,-47.18846153846153,-47.18846153846153,-47.18846153846153,-47.18846153846153,-47.18846153846153,-45.988461538461536,-44.78846153846153,-44.78846153846153,-42.388461538461534,-40.222115384615385,-37.582692307692305,-32.78846153846153,-26.569230769230774,-9.275961538461535,22.619230769230818,34.40288461538461,53.56538461538462,76.62211538461537,110.61730769230759,148.16057692307692,208.41153846153847,342.39993846153897,1,1,1,,238.40362438461537,flu,flu_16
empirical,192,4,20.0,2.0,-55.38653846153846,-55.38653846153846,-55.38653846153846,-55.38653846153846,-55.38653846153846,-55.38653846153846,-53.98653846153846,-52.58653846153845,-52.51653846153846,-49.786538461538456,-46.98653846153846,-43.48653846153846,-39.07653846153845,-32.98653846153846,-12.266538461538442,22.17346153846151,38.76346153846154,56.61346153846158,85.52346153846152,119.19346153846153,170.36346153846148,197.34846153846146,294.72546153846145,1,1,1,,328.1568796153846,flu,flu_16
conformal,192,4,20.0,2.0,-55.38653846153846,-55.38653846153846,-55.38653846153846,-55.38653846153846,-55.38653846153846,-55.38653846153846,-53.98653846153846,-52.58653846153845,-52.58653846153845,-49.786538461538456,-47.25913461538461,-44.17980769230768,-38.58653846153845,-31.330769230769235,-11.155288461538458,26.055769230769286,39.803365384615375,62.15961538461539,89.0591346153846,128.72019230769217,172.52067307692306,242.81346153846152,399.1332615384621,1,1,1,,332.9708951153846,flu,flu_16
empirical,193,1,4.0,1.0,-44.07884615384616,-44.07884615384616,-44.07884615384616,-44.07884615384616,-44.07884615384616,-44.07884615384616,-42.97884615384616,-41.87884615384616,-41.82384615384616,-39.67884615384616,-37.47884615384616,-34.72884615384616,-31.263846153846153,-26.47884615384616,-10.198846153846146,16.86115384615382,29.896153846153844,43.92115384615388,66.63615384615385,93.09115384615386,133.29615384615383,154.49865384615384,231.0091538461538,1,1,1,,218.80052903846158,flu,flu_16
conformal,193,1,4.0,1.0,-44.07884615384616,-44.07884615384616,-44.07884615384616,-44.07884615384616,-44.07884615384616,-44.07884615384616,-42.97884615384616,-41.87884615384616,-41.87884615384616,-39.67884615384616,-37.69302884615385,-35.2735576923077,-30.87884615384616,-25.17788461538463,-9.325721153846157,19.911538461538502,30.713221153846142,48.27884615384616,69.41418269230769,100.57644230769223,134.99110576923078,190.22115384615387,313.0438538461544,1,1,1,,222.5829697884616,flu,flu_16
empirical,193,2,8.0,1.0,-48.17692307692308,-48.17692307692308,-48.17692307692308,-48.17692307692308,-48.17692307692308,-48.17692307692308,-46.97692307692308,-45.776923076923076,-45.71692307692308,-43.37692307692308,-40.97692307692308,-37.97692307692308,-34.19692307692307,-28.97692307692308,-11.216923076923067,18.30307692307689,32.523076923076914,47.823076923076954,72.60307692307691,101.46307692307693,145.32307692307688,168.4530769230769,251.91907692307683,1,1,1,,251.73694076923078,flu,flu_16
conformal,193,2,8.0,1.0,-48.17692307692308,-48.17692307692308,-48.17692307692308,-48.17692307692308,-48.17692307692308,-48.17692307692308,-46.97692307692308,-45.776923076923076,-45.776923076923076,-43.37692307692308,-41.21057692307693,-38.57115384615385,-33.776923076923076,-27.55769230769232,-10.26442307692308,21.630769230769275,33.414423076923065,52.57692307692308,75.63365384615383,109.62884615384606,147.17211538461538,207.42307692307693,341.41147692307743,1,1,1,,255.86323976923077,flu,flu_16
empirical,193,4,11.0,1.0,-56.37307692307692,-56.37307692307692,-56.37307692307692,-56.37307692307692,-56.37307692307692,-56.37307692307692,-54.973076923076924,-53.573076923076925,-53.503076923076925,-50.77307692307692,-47.973076923076924,-44.473076923076924,-40.06307692307691,-33.973076923076924,-13.25307692307691,21.18692307692304,37.77692307692307,55.62692307692311,84.53692307692306,118.20692307692308,169.37692307692302,196.36192307692303,293.73892307692296,1,1,1,,300.1097642307692,flu,flu_16
conformal,193,4,11.0,1.0,-56.37307692307692,-56.37307692307692,-56.37307692307692,-56.37307692307692,-56.37307692307692,-56.37307692307692,-54.973076923076924,-53.573076923076925,-53.573076923076925,-50.77307692307692,-48.24567307692308,-45.166346153846156,-39.573076923076925,-32.31730769230771,-12.141826923076927,25.06923076923082,38.8168269230769,61.17307692307692,88.07259615384613,127.73365384615373,171.5341346153846,241.82692307692307,398.14672307692365,1,1,1,,304.92377973076924,flu,flu_16
empirical,194,1,8.0,4.0,-41.1,-41.1,-41.1,-41.1,-41.1,-41.1,-40.0,-38.900000000000006,-37.800000000000004,-36.7,-34.5,-31.75,-28.284999999999997,-23.500000000000004,-7.219999999999988,19.839999999999975,32.875,46.900000000000034,69.615,96.07000000000001,136.27499999999998,157.4775,233.98799999999994,1,1,1,,222.0088175,flu,flu_16
conformal,194,1,8.0,4.0,-41.1,-41.1,-41.1,-41.1,-41.1,-41.1,-40.0,-38.900000000000006,-38.453125,-36.7,-34.714182692307695,-32.29471153846154,-27.900000000000002,-22.19903846153847,-6.346875000000001,22.89038461538466,33.6920673076923,51.25769230769232,72.39302884615384,103.55528846153838,137.96995192307693,193.20000000000002,316.0227000000005,1,1,1,,226.00060200000001,flu,flu_16
empirical,194,2,20.0,4.0,-45.199999999999996,-45.199999999999996,-45.199999999999996,-45.199999999999996,-45.199999999999996,-45.199999999999996,-44.0,-42.8,-41.6,-40.4,-38.0,-35.0,-31.21999999999999,-26.0,-8.239999999999986,21.279999999999973,35.5,50.80000000000003,75.57999999999998,104.44,148.29999999999995,171.42999999999998,254.8959999999999,1,1,1,,282.91871,flu,flu_16
conformal,194,2,20.0,4.0,-45.199999999999996,-45.199999999999996,-45.199999999999996,-45.199999999999996,-45.199999999999996,-45.199999999999996,-44.0,-42.8,-42.3125,-40.4,-38.23365384615385,-35.59423076923077,-30.799999999999997,-24.58076923076924,-7.2875,24.607692307692353,36.39134615384614,55.55384615384616,78.6105769230769,112.60576923076913,150.14903846153845,210.4,344.3884000000005,1,1,1,,287.273384,flu,flu_16
empirical,194,4,27.0,4.0,-53.4,-53.4,-53.4,-53.4,-53.4,-53.4,-52.0,-50.599999999999994,-49.199999999999996,-47.8,-45.0,-41.5,-37.08999999999999,-31.0,-10.279999999999983,24.159999999999968,40.75,58.60000000000004,87.50999999999998,121.17999999999999,172.34999999999994,199.33499999999995,296.7119999999999,1,1,1,,348.0784950000001,flu,flu_16
conformal,194,4,27.0,4.0,-53.4,-53.4,-53.4,-53.4,-53.4,-53.4,-52.0,-50.599999999999994,-50.03125,-47.8,-45.27259615384615,-42.193269230769225,-36.599999999999994,-29.344230769230776,-9.16875,28.042307692307745,41.789903846153834,64.14615384615385,91.04567307692305,130.70673076923066,174.50721153846152,244.79999999999998,401.11980000000057,1,1,1,,350.31894800000003,flu,flu_16
empirical,190,1,14.0,9.0,-291.3105769230769,-290.67807692307696,-289.1105769230769,-286.9105769230769,-285.8105769230769,-283.6105769230769,-281.6855769230769,-279.2105769230769,-272.44557692307694,-262.7105769230769,-255.01057692307694,-234.1105769230769,-206.00557692307686,-175.81057692307692,-111.40557692307688,-55.91057692307709,-2.8355769230768946,63.10942307692319,233.11442307692306,683.7294230769239,1431.5644230769221,1765.4694230769223,2065.4834230769234,0,1,1,,1401.154050576923,flu,flu_17
conformal,190,1,14.0,9.0,-291.3105769230769,-291.3105769230769,-289.1105769230769,-287.56105769230766,-285.8105769230769,-283.82211538461536,-282.5026442307692,-279.2105769230769,-272.6105769230769,-264.01153846153846,-255.22475961538464,-235.2,-202.88221153846152,-168.20576923076928,-99.8074519230769,-33.03269230769196,1.2497596153845958,72.53557692307696,254.10961538461535,882.6274038461523,1558.654086538462,2013.2237980769235,2288.2235230769247,0,1,1,,1409.5027268173073,flu,flu_17
empirical,190,2,14.0,9.0,-318.61153846153843,-317.92153846153843,-316.2115384615384,-313.8115384615384,-312.61153846153843,-310.2115384615384,-308.11153846153843,-305.41153846153844,-298.03153846153845,-287.41153846153844,-279.0115384615384,-256.2115384615384,-225.55153846153837,-192.61153846153843,-122.35153846153838,-61.81153846153863,-3.911538461538429,68.02846153846166,253.48846153846148,745.0684615384623,1560.8884615384602,1925.1484615384604,2252.4364615384616,0,1,1,,1526.0316915384615,flu,flu_17
conformal,190,2,14.0,9.0,-318.61153846153843,-318.61153846153843,-316.2115384615384,-314.52115384615377,-312.61153846153843,-310.4423076923076,-309.0028846153846,-305.41153846153844,-298.2115384615384,-288.8307692307692,-279.24519230769226,-257.4,-222.14423076923072,-184.31538461538463,-109.69903846153842,-36.853846153845765,0.5451923076922878,78.31153846153849,276.3923076923076,962.0480769230752,1699.531730769231,2195.4259615384617,2495.4256615384634,0,1,1,,1535.1393383461534,flu,flu_17
empirical,190,4,21.0,9.0,-373.2134615384615,-372.4084615384615,-370.4134615384615,-367.6134615384615,-366.2134615384615,-363.4134615384615,-360.9634615384615,-357.81346153846147,-349.2034615384615,-336.81346153846147,-327.01346153846146,-300.4134615384615,-264.64346153846145,-226.21346153846147,-144.24346153846145,-73.61346153846173,-6.063461538461501,77.8665384615386,294.2365384615384,867.7465384615393,1819.536538461537,2244.5065384615373,2626.3425384615384,0,1,1,,1814.286973461538,flu,flu_17
conformal,190,4,21.0,9.0,-373.2134615384615,-373.2134615384615,-370.4134615384615,-368.44134615384604,-366.2134615384615,-363.6826923076922,-362.00336538461534,-357.81346153846147,-349.4134615384615,-338.4692307692307,-327.2860576923076,-301.79999999999995,-260.66826923076917,-216.5346153846154,-129.48221153846148,-44.49615384615339,-0.8639423076923318,89.86346153846158,320.95769230769224,1120.889423076921,1981.2870192307696,2559.8302884615387,2909.82993846154,0,1,1,,1824.9125614038453,flu,flu_17
empirical,191,1,14.0,7.0,-293.1942307692308,-292.5617307692308,-290.9942307692308,-288.79423076923075,-287.6942307692308,-285.93423076923074,-284.3942307692308,-281.2042307692308,-274.3292307692308,-264.59423076923076,-256.8942307692308,-235.99423076923077,-207.88923076923072,-177.69423076923076,-113.28923076923073,-57.794230769230936,-4.719230769230746,61.22576923076934,231.2307692307692,681.84576923077,1429.680769230768,1763.5857692307684,2063.599769230769,0,1,1,,1411.8413967307695,flu,flu_17
conformal,191,1,14.0,7.0,-293.1942307692308,-293.1942307692308,-290.9942307692308,-289.4447115384615,-287.6942307692308,-286.59423076923076,-284.3942307692308,-281.9668269230769,-275.8004807692308,-265.8951923076923,-257.1084134615385,-237.08365384615385,-204.76586538461535,-170.0894230769231,-101.69110576923076,-34.91634615384581,-0.633894230769255,70.65192307692311,252.22596153846152,880.7437499999985,1556.7704326923078,2011.3401442307693,2286.339869230771,0,1,1,,1420.7614647980768,flu,flu_17
empirical,191,2,27.0,7.0,-320.4846153846153,-319.7946153846154,-318.08461538461535,-315.68461538461537,-314.4846153846153,-312.5646153846153,-310.88461538461536,-307.4046153846154,-299.9046153846154,-289.28461538461534,-280.88461538461536,-258.08461538461535,-227.4246153846153,-194.48461538461535,-124.22461538461533,-63.684615384615554,-5.784615384615359,66.15538461538472,251.61538461538456,743.1953846153854,1559.0153846153833,1923.2753846153832,2250.5633846153846,0,1,1,,1608.190614615385,flu,flu_17
conformal,191,2,27.0,7.0,-320.4846153846153,-320.4846153846153,-318.08461538461535,-316.3942307692307,-314.4846153846153,-313.28461538461534,-310.88461538461536,-308.23653846153843,-301.50961538461536,-290.70384615384614,-281.1182692307692,-259.27307692307687,-224.01730769230764,-186.18846153846155,-111.57211538461536,-38.726923076922695,-1.327884615384642,76.43846153846157,274.5192307692307,960.1749999999981,1697.658653846154,2193.5528846153843,2493.552584615386,0,1,1,,1617.921597961538,flu,flu_17
empirical,191,4,37.0,7.0,-375.0653846153846,-374.26038461538457,-372.26538461538456,-369.46538461538455,-368.0653846153846,-365.8253846153845,-363.8653846153846,-359.8053846153846,-351.0553846153846,-338.66538461538454,-328.8653846153846,-302.26538461538456,-266.4953846153845,-228.06538461538457,-146.09538461538455,-75.46538461538482,-7.915384615384584,76.01461538461551,292.3846153846153,865.8946153846163,1817.6846153846136,2242.654615384614,2624.490615384615,0,1,1,,1912.889050384615,flu,flu_17
conformal,191,4,37.0,7.0,-375.0653846153846,-375.0653846153846,-372.26538461538456,-370.29326923076917,-368.0653846153846,-366.66538461538454,-363.8653846153846,-360.7759615384615,-352.9278846153846,-340.32115384615383,-329.13798076923075,-303.651923076923,-262.52019230769224,-218.3865384615385,-131.33413461538458,-46.348076923076476,-2.715865384615414,88.01153846153849,319.10576923076917,1119.0374999999979,1979.4350961538462,2557.9783653846152,2907.978015384617,0,1,1,,1924.241864288461,flu,flu_17
empirical,192,1,27.0,14.0,-286.1201923076923,-285.4876923076923,-283.92019230769233,-281.72019230769234,-280.6201923076923,-278.8601923076923,-277.3201923076923,-274.13019230769237,-269.5101923076923,-257.5201923076923,-249.8201923076923,-228.9201923076923,-200.81519230769229,-170.62019230769232,-106.21519230769228,-50.720192307692486,2.3548076923077,68.29980769230778,238.30480769230766,688.9198076923085,1436.7548076923065,1770.6598076923067,2070.6738076923075,0,1,1,,1445.2234351923078,flu,flu_17
conformal,192,1,27.0,14.0,-286.1201923076923,-286.1201923076923,-283.92019230769233,-282.3706730769231,-280.6201923076923,-279.5201923076923,-277.3201923076923,-274.8927884615385,-270.9264423076923,-258.8211538461539,-250.034375,-230.0096153846154,-197.69182692307692,-163.01538461538468,-94.61706730769231,-27.842307692307358,6.440144230769191,77.72596153846156,259.29999999999995,887.8177884615369,1563.8444711538464,2018.4141826923078,2293.4139076923093,0,1,1,,1454.1242532596148,flu,flu_17
empirical,192,2,21.0,14.0,-313.40384615384613,-312.71384615384613,-311.00384615384615,-308.6038461538461,-307.40384615384613,-305.4838461538461,-303.8038461538461,-300.32384615384615,-295.2838461538461,-282.20384615384614,-273.8038461538461,-251.00384615384615,-220.34384615384607,-187.40384615384613,-117.14384615384611,-56.60384615384635,1.2961538461538566,73.23615384615394,258.6961538461538,750.2761538461547,1566.0961538461522,1930.3561538461524,2257.6441538461536,0,1,1,,1537.1073838461539,flu,flu_17
conformal,192,2,21.0,14.0,-313.40384615384613,-313.40384615384613,-311.00384615384615,-309.31346153846147,-307.40384615384613,-306.20384615384614,-303.8038461538461,-301.1557692307692,-296.82884615384614,-283.6230769230769,-274.03749999999997,-252.19230769230768,-216.93653846153842,-179.10769230769236,-104.49134615384614,-31.64615384615348,5.752884615384573,83.51923076923079,281.5999999999999,967.2557692307674,1704.739423076923,2200.6336538461537,2500.6333538461554,0,1,1,,1546.817367192307,flu,flu_17
empirical,192,4,29.0,14.0,-367.9711538461538,-367.1661538461538,-365.1711538461538,-362.3711538461538,-360.9711538461538,-358.7311538461538,-356.7711538461538,-352.7111538461538,-346.83115384615377,-331.57115384615383,-321.7711538461538,-295.1711538461538,-259.40115384615376,-220.9711538461538,-139.00115384615378,-68.37115384615407,-0.8211538461538321,83.10884615384626,299.47884615384606,872.988846153847,1824.7788461538444,2249.7488461538446,2631.584846153846,0,1,1,,1830.875281153846,flu,flu_17
conformal,192,4,29.0,14.0,-367.9711538461538,-367.9711538461538,-365.1711538461538,-363.1990384615384,-360.9711538461538,-359.57115384615383,-356.7711538461538,-353.68173076923074,-348.63365384615383,-333.2269230769231,-322.04375,-296.55769230769226,-255.42596153846148,-211.29230769230773,-124.23990384615382,-39.25384615384573,4.378365384615336,95.10576923076924,326.1999999999999,1126.1317307692286,1986.529326923077,2565.072596153846,2915.0722461538476,0,1,1,,1842.2035950576917,flu,flu_17
empirical,193,1,21.0,14.0,-286.0778846153846,-285.4453846153846,-283.87788461538463,-281.67788461538464,-280.5778846153846,-278.81788461538457,-277.2778846153846,-274.08788461538467,-271.6678846153846,-257.4778846153846,-249.7778846153846,-228.8778846153846,-200.77288461538458,-170.57788461538462,-106.17288461538458,-50.677884615384784,2.397115384615402,68.34211538461548,238.34711538461536,688.9621153846161,1436.7971153846142,1770.7021153846144,2070.7161153846155,0,1,1,,1412.7607428846154,flu,flu_17
conformal,193,1,21.0,14.0,-286.0778846153846,-286.0778846153846,-283.87788461538463,-282.3283653846154,-280.5778846153846,-279.4778846153846,-277.2778846153846,-274.8504807692308,-271.7778846153846,-258.7788461538462,-249.9920673076923,-229.96730769230768,-197.64951923076922,-162.97307692307697,-94.57475961538461,-27.799999999999656,6.482451923076893,77.76826923076926,259.34230769230766,887.8600961538447,1563.8867788461541,2018.4564903846156,2293.456215384617,0,1,1,,1421.2043734519227,flu,flu_17
empirical,193,2,37.0,14.0,-313.3576923076923,-312.6676923076923,-310.9576923076923,-308.55769230769226,-307.3576923076923,-305.43769230769226,-303.75769230769225,-300.2776923076923,-297.63769230769225,-282.1576923076923,-273.75769230769225,-250.9576923076923,-220.29769230769222,-187.35769230769228,-117.09769230769226,-56.55769230769249,1.3423076923077133,73.2823076923078,258.74230769230763,750.3223076923085,1566.1423076923063,1930.4023076923065,2257.6903076923077,0,1,1,,1625.6935376923075,flu,flu_17
conformal,193,2,37.0,14.0,-313.3576923076923,-313.3576923076923,-310.9576923076923,-309.2673076923076,-307.3576923076923,-306.1576923076923,-303.75769230769225,-301.1096153846153,-297.75769230769225,-283.57692307692304,-273.9913461538461,-252.14615384615382,-216.89038461538456,-179.0615384615385,-104.44519230769228,-31.599999999999625,5.79903846153843,83.56538461538464,281.64615384615377,967.3019230769213,1704.785576923077,2200.679807692308,2500.679507692309,0,1,1,,1634.904771038461,flu,flu_17
empirical,193,4,45.0,14.0,-367.91730769230765,-367.11230769230764,-365.11730769230763,-362.3173076923076,-360.91730769230765,-358.67730769230764,-356.71730769230766,-352.65730769230765,-349.5773076923076,-331.51730769230767,-321.71730769230766,-295.11730769230763,-259.3473076923076,-220.91730769230765,-138.94730769230762,-68.3173076923079,-0.767307692307666,83.16269230769242,299.53269230769223,873.0426923076932,1824.8326923076906,2249.802692307691,2631.638692307692,0,1,1,,1919.5591273076925,flu,flu_17
conformal,193,4,45.0,14.0,-367.91730769230765,-367.91730769230765,-365.11730769230763,-363.14519230769224,-360.91730769230765,-359.51730769230767,-356.71730769230766,-353.6278846153846,-349.71730769230766,-333.1730769230769,-321.9899038461538,-296.5038461538461,-255.3721153846153,-211.23846153846156,-124.18605769230766,-39.19999999999956,4.432211538461502,95.1596153846154,326.25384615384604,1126.185576923075,1986.5831730769232,2565.1264423076923,2915.126092307694,0,1,1,,1930.3055662115378,flu,flu_17
empirical,194,1,37.0,27.0,-273.0778846153846,-272.4453846153846,-270.87788461538463,-268.67788461538464,-267.5778846153846,-265.81788461538457,-264.2778846153846,-261.08788461538467,-258.6678846153846,-244.4778846153846,-236.7778846153846,-215.8778846153846,-187.77288461538458,-157.57788461538462,-93.17288461538458,-37.677884615384784,15.397115384615402,81.34211538461548,251.34711538461536,701.9621153846161,1449.7971153846142,1783.7021153846144,2083.7161153846155,0,1,1,,1429.2607428846152,flu,flu_17
conformal,194,1,37.0,27.0,-273.0778846153846,-273.0778846153846,-270.87788461538463,-269.3283653846154,-267.5778846153846,-266.4778846153846,-264.2778846153846,-261.8504807692308,-258.7778846153846,-245.7788461538462,-236.9920673076923,-216.96730769230768,-184.64951923076922,-149.97307692307697,-81.57475961538461,-14.799999999999656,19.482451923076894,90.76826923076926,272.34230769230766,900.8600961538447,1576.8867788461541,2031.4564903846156,2306.456215384617,0,1,1,,1437.7043734519227,flu,flu_17
empirical,194,2,29.0,27.0,-300.3576923076923,-299.6676923076923,-297.9576923076923,-295.55769230769226,-294.3576923076923,-292.43769230769226,-290.75769230769225,-287.2776923076923,-284.63769230769225,-269.1576923076923,-260.75769230769225,-237.9576923076923,-207.29769230769222,-174.35769230769228,-104.09769230769226,-43.55769230769249,14.342307692307713,86.2823076923078,271.74230769230763,763.3223076923085,1579.1423076923063,1943.4023076923065,2270.6903076923077,0,1,1,,1510.1935376923075,flu,flu_17
conformal,194,2,29.0,27.0,-300.3576923076923,-300.3576923076923,-297.9576923076923,-296.2673076923076,-294.3576923076923,-293.1576923076923,-290.75769230769225,-288.1096153846153,-284.75769230769225,-270.57692307692304,-260.9913461538461,-239.14615384615382,-203.89038461538456,-166.0615384615385,-91.44519230769228,-18.599999999999625,18.79903846153843,96.56538461538464,294.64615384615377,980.3019230769213,1717.785576923077,2213.679807692308,2513.679507692309,0,1,1,,1519.404771038461,flu,flu_17
empirical,194,4,82.0,27.0,-354.91730769230765,-354.11230769230764,-352.11730769230763,-349.3173076923076,-347.91730769230765,-345.67730769230764,-343.71730769230766,-339.65730769230765,-336.5773076923076,-318.51730769230767,-308.71730769230766,-282.11730769230763,-246.3473076923076,-207.91730769230765,-125.94730769230762,-55.31730769230791,12.232692307692334,96.16269230769242,312.53269230769223,886.0426923076932,1837.8326923076906,2262.802692307691,2644.638692307692,0,1,1,,2051.5591273076925,flu,flu_17
conformal,194,4,82.0,27.0,-354.91730769230765,-354.91730769230765,-352.11730769230763,-350.14519230769224,-347.91730769230765,-346.51730769230767,-343.71730769230766,-340.6278846153846,-336.71730769230766,-320.1730769230769,-308.9899038461538,-283.5038461538461,-242.3721153846153,-198.23846153846156,-111.18605769230766,-26.199999999999562,17.4322115384615,108.1596153846154,339.25384615384604,1139.185576923075,1999.5831730769232,2578.1264423076923,2928.126092307694,0,1,1,,2062.3055662115376,flu,flu_17
empirical,190,1,18.0,13.0,-216.00096153846158,-215.3684615384616,-214.73596153846157,-212.70096153846157,-212.2059615384616,-210.50096153846158,-208.57596153846157,-205.11096153846157,-202.80096153846156,-200.38096153846158,-189.9309615384616,-183.00096153846158,-169.47096153846155,-149.56096153846158,-93.46096153846152,-24.490961538461562,90.07403846153845,231.47903846153855,277.34903846153844,390.9790384615385,762.284038461538,1373.9940384615372,1664.0530384615383,1,1,1,,1135.719679423077,flu,flu_18
conformal,190,1,18.0,13.0,-216.00096153846158,-216.00096153846158,-214.90096153846156,-212.70096153846157,-212.70096153846157,-210.7125,-209.39302884615387,-205.8735576923077,-203.45408653846158,-201.03461538461542,-191.34350961538465,-185.17980769230772,-168.70096153846157,-147.1663461538462,-83.65721153846157,-23.728365384615394,100.69591346153832,240.45673076923077,296.9533653846153,417.7153846153844,1043.6841346153853,1624.5396634615386,1672.0192384615386,1,1,1,,1160.220544548077,flu,flu_18
empirical,190,2,12.0,13.0,-236.81923076923078,-236.1292307692308,-235.43923076923076,-233.21923076923076,-232.6792307692308,-230.81923076923078,-228.71923076923076,-224.93923076923076,-222.41923076923078,-219.7792307692308,-208.3792307692308,-200.81923076923078,-186.05923076923077,-164.3392307692308,-103.13923076923074,-27.89923076923079,97.0807692307692,251.3407692307693,301.38076923076915,425.34076923076924,830.4007692307686,1497.7207692307677,1814.148769230769,1,1,1,,1209.9214684615386,flu,flu_18
conformal,190,2,12.0,13.0,-236.81923076923078,-236.81923076923078,-235.61923076923077,-233.21923076923076,-233.21923076923076,-231.04999999999998,-229.6105769230769,-225.77115384615385,-223.13173076923078,-220.4923076923077,-209.9201923076923,-203.19615384615386,-185.2192307692308,-161.7269230769231,-92.44423076923078,-27.067307692307693,108.66826923076907,261.13461538461536,322.76730769230755,454.507692307692,1137.382692307693,1771.043269230769,1822.8391692307691,1,1,1,,1236.6496849615385,flu,flu_18
empirical,190,4,17.0,13.0,-278.45576923076925,-277.65076923076924,-276.84576923076924,-274.2557692307692,-273.62576923076927,-271.45576923076925,-269.0057692307692,-264.59576923076924,-261.65576923076924,-258.57576923076925,-245.27576923076924,-236.45576923076922,-219.23576923076922,-193.89576923076928,-122.49576923076918,-34.715769230769254,111.09423076923075,291.06423076923085,349.44423076923067,494.06423076923073,966.63423076923,1745.174230769229,2114.3402307692304,1,1,1,,1434.8250465384615,flu,flu_18
conformal,190,4,17.0,13.0,-278.45576923076925,-278.45576923076925,-277.0557692307692,-274.2557692307692,-274.2557692307692,-271.72499999999997,-270.04567307692304,-265.56634615384615,-262.48701923076925,-259.4076923076923,-247.0735576923077,-239.22884615384615,-218.25576923076923,-190.84807692307695,-110.01826923076923,-33.74519230769231,124.61298076923059,302.4903846153846,374.3951923076921,528.0923076923074,1324.7798076923086,2064.0504807692305,2124.4790307692306,1,1,1,,1466.0079657884614,flu,flu_18
empirical,191,1,12.0,7.0,-221.94807692307694,-221.31557692307695,-220.68307692307692,-218.64807692307696,-218.15307692307695,-216.44807692307694,-214.52307692307696,-212.15807692307695,-209.79307692307697,-206.32807692307694,-195.87807692307692,-188.94807692307694,-175.41807692307694,-155.50807692307694,-99.40807692307689,-30.438076923076935,84.12692307692308,225.53192307692316,271.4019230769231,385.0319230769232,756.3369230769227,1368.046923076922,1658.1059230769229,1,1,1,,1136.177448653846,flu,flu_18
conformal,191,1,12.0,7.0,-221.94807692307694,-221.94807692307694,-220.84807692307695,-218.64807692307696,-218.64807692307696,-216.6596153846154,-215.34014423076925,-212.9206730769231,-209.84807692307695,-206.9817307692308,-197.290625,-191.12692307692308,-174.64807692307693,-153.11346153846156,-89.60432692307694,-29.675480769230766,94.74879807692295,234.50961538461542,291.0062499999999,411.76826923076896,1037.73701923077,1618.592548076923,1666.0721230769232,1,1,1,,1160.4689700288461,flu,flu_18
empirical,191,2,17.0,7.0,-242.76153846153846,-242.07153846153847,-241.38153846153844,-239.16153846153844,-238.62153846153848,-236.76153846153846,-234.66153846153844,-232.08153846153846,-229.50153846153847,-225.72153846153844,-214.32153846153844,-206.76153846153846,-192.00153846153844,-170.28153846153845,-109.08153846153841,-33.84153846153847,91.13846153846153,245.39846153846162,295.43846153846147,419.3984615384616,824.458461538461,1491.77846153846,1808.2064615384613,1,1,1,,1259.9208530769229,flu,flu_18
conformal,191,2,17.0,7.0,-242.76153846153846,-242.76153846153846,-241.56153846153845,-239.16153846153844,-239.16153846153844,-236.99230769230766,-235.55288461538458,-232.91346153846152,-229.56153846153845,-226.43461538461537,-215.86249999999998,-209.13846153846154,-191.16153846153847,-167.66923076923078,-98.38653846153846,-33.00961538461537,102.72596153846139,255.1923076923077,316.8249999999999,448.5653846153843,1131.4403846153853,1765.1009615384614,1816.8968615384615,1,1,1,,1286.4206945769229,flu,flu_18
empirical,191,4,19.0,7.0,-284.3884615384615,-283.58346153846156,-282.7784615384615,-280.1884615384615,-279.55846153846153,-277.3884615384615,-274.9384615384615,-271.92846153846153,-268.91846153846154,-264.5084615384615,-251.2084615384615,-242.3884615384615,-225.16846153846151,-199.8284615384615,-128.42846153846148,-40.64846153846155,105.16153846153846,285.1315384615385,343.5115384615384,488.1315384615386,960.7015384615378,1739.2415384615367,2108.407538461538,1,1,1,,1471.4076619230764,flu,flu_18
conformal,191,4,19.0,7.0,-284.3884615384615,-284.3884615384615,-282.98846153846154,-280.1884615384615,-280.1884615384615,-277.6576923076923,-275.97836538461536,-272.89903846153845,-268.98846153846154,-265.3403846153846,-253.00624999999997,-245.16153846153844,-224.18846153846152,-196.78076923076924,-115.95096153846153,-39.6778846153846,118.6802884615383,296.5576923076923,368.4624999999998,522.159615384615,1318.8471153846162,2058.117788461538,2118.546338461538,1,1,1,,1502.3241436730768,flu,flu_18
